Time(s),AP68-EQ4-psaNorthSouth(g),AP68-EQ4-psaEastWest(g),BA49-EQ7-psaNorthSouth(g),BA49-EQ7-psaEastWest(g),BO39-EQ9-psaNorthSouth(g),BO39-EQ9-psaEastWest(g),CA59-EQ10-psaNorthSouth(g),CA59-EQ10-psaEastWest(g),CU80-EQ22-psaNorthSouth(g),CU80-EQ22-psaEastWest(g),HJ72-EQ32-psaNorthSouth(g),HJ72-EQ32-psaEastWest(g),JA43-EQ34-psaNorthSouth(g),JA43-EQ34-psaEastWest(g),MY19-EQ42-psaNorthSouth(g),MY19-EQ42-psaEastWest(g),RI76-EQ48-psaNorthSouth(g),RI76-EQ48-psaEastWest(g),VM29-EQ59-psaNorthSouth(g),VM29-EQ59-psaEastWest(g),XP06-EQ61-psaNorthSouth(g),XP06-EQ61-psaEastWest(g)
1.010,0.341432283,0.296882854,0.314582394,0.402540252,0.165917488,0.221436659,0.297531009,0.204640503,0.492903507,0.369245321,0.188529162,0.178555103,0.150929595,0.152446123,0.512655651,0.438355158,0.150177891,0.215568473,0.167101843,0.190641389,0.207762559,0.240536574
1.020,0.331705494,0.301730438,0.2993267,0.381372887,0.165622468,0.21431519,0.293463382,0.208954324,0.501353435,0.383356514,0.178618353,0.176291176,0.147119712,0.148037784,0.497141056,0.417895203,0.150238757,0.207483372,0.162006581,0.18787618,0.196649235,0.232840354
1.030,0.321581142,0.305769021,0.283437332,0.355664221,0.163901738,0.207244492,0.287254068,0.211665635,0.509872671,0.399127768,0.168687576,0.172735432,0.143236192,0.144866136,0.481739071,0.401911693,0.148325805,0.200126045,0.157562294,0.186235678,0.18246979,0.224573712
1.040,0.31115369,0.308380316,0.278976255,0.329743006,0.170112859,0.20080274,0.285078846,0.212479401,0.519143435,0.41560421,0.159360285,0.175294688,0.139015184,0.142819621,0.466055346,0.390703606,0.150022374,0.193646556,0.153692155,0.185444089,0.169258171,0.216289917
1.050,0.300542477,0.309286646,0.275884905,0.311644843,0.178041922,0.195506982,0.284936305,0.211277562,0.52961054,0.432336361,0.151477267,0.175797328,0.135857089,0.141481725,0.450062007,0.383680306,0.157251958,0.187769289,0.156260289,0.184546559,0.174321075,0.207948907
1.060,0.289758349,0.307890398,0.272916532,0.294336777,0.184246507,0.19135398,0.281752211,0.208490553,0.541909694,0.449450734,0.145465941,0.174339567,0.138705577,0.140280981,0.434185258,0.37987586,0.163230078,0.181912831,0.159035291,0.182753043,0.176713785,0.199213085
1.070,0.278741957,0.304196106,0.26605373,0.281260673,0.187829856,0.187766777,0.276100419,0.204471411,0.556702834,0.466917798,0.141268223,0.171990564,0.140446557,0.13912061,0.419753512,0.377914588,0.16765894,0.175720315,0.16048419,0.179778348,0.17657256,0.194864232
1.080,0.267424383,0.298585392,0.255429415,0.267777443,0.18867725,0.184000044,0.268013557,0.199841746,0.574463354,0.484894679,0.140335022,0.169429282,0.141021161,0.140671799,0.406206526,0.376574025,0.170502721,0.168987207,0.16122728,0.177440921,0.174096413,0.193410453
1.090,0.255782528,0.291688634,0.242017421,0.253959108,0.187730112,0.179563956,0.258268599,0.196858761,0.597872304,0.503657819,0.140527666,0.166892243,0.140545737,0.145304703,0.393862097,0.375123411,0.171261548,0.162108736,0.161897357,0.175654754,0.173419589,0.190678169
1.100,0.243864648,0.28419106,0.229128024,0.240206247,0.186171308,0.174323672,0.247046711,0.196609283,0.623924241,0.523477635,0.140426527,0.164043293,0.139122963,0.149854125,0.382813663,0.373088335,0.16965842,0.155727553,0.162857731,0.174355571,0.171381152,0.186533214
1.110,0.231778114,0.276658705,0.220261718,0.22625492,0.184672631,0.168330441,0.234960763,0.196719492,0.64746316,0.54460526,0.140152407,0.160798921,0.13687603,0.154421993,0.372892542,0.370237901,0.165817831,0.150347267,0.164044566,0.173655944,0.167739578,0.181000178
1.120,0.21965897,0.269445138,0.209182177,0.225873113,0.183345183,0.161646328,0.222643214,0.197455089,0.674016412,0.567272834,0.139844492,0.157399338,0.13394962,0.158962937,0.363746574,0.366418982,0.160115652,0.146040868,0.165083197,0.173651606,0.162960056,0.174228674
1.130,0.207647574,0.262685556,0.196573324,0.232574371,0.182008978,0.154399748,0.210483557,0.199008751,0.71481107,0.591612487,0.139565872,0.154749541,0.130546608,0.163305563,0.35552402,0.361210972,0.153371852,0.142430407,0.165258121,0.174148668,0.159104367,0.166543946
1.140,0.19587368,0.256342548,0.190134916,0.243912774,0.180803396,0.155936844,0.198935946,0.201358014,0.758135719,0.61754104,0.139463607,0.155951927,0.12673302,0.166973144,0.34795652,0.354597949,0.152001001,0.142107949,0.163893993,0.175216521,0.162748011,0.16067378
1.150,0.184527288,0.253253578,0.184483228,0.256713809,0.180322318,0.157873667,0.188154861,0.204288958,0.791703507,0.644679725,0.143847696,0.161053487,0.122676125,0.169661639,0.340176982,0.346538734,0.158024987,0.147197426,0.168664241,0.176557767,0.164211438,0.15857172
1.160,0.173631081,0.253560489,0.17812951,0.270094023,0.181346133,0.162217552,0.178394373,0.20745173,0.81380368,0.672329368,0.148280623,0.166463673,0.11850859,0.170812598,0.332036385,0.336862098,0.162695262,0.15295998,0.17888718,0.178074859,0.16390018,0.163179984
1.170,0.163255688,0.254664557,0.171641576,0.283015571,0.184166048,0.166255262,0.169815847,0.210430888,0.822060336,0.699598349,0.152406579,0.173489978,0.114351914,0.170149265,0.323250029,0.326077405,0.172004137,0.159031952,0.186926166,0.180317246,0.162393054,0.166431099
1.180,0.153462834,0.256256524,0.166717477,0.294709754,0.188575769,0.169846482,0.162634853,0.212870643,0.846125423,0.726078318,0.156033927,0.186022585,0.110433586,0.167604827,0.313902099,0.314149005,0.180162714,0.165187512,0.192814727,0.181843074,0.162640312,0.171142072
1.190,0.144454353,0.257971162,0.164423308,0.304508937,0.193986542,0.172711773,0.157008952,0.221950166,0.854907666,0.750503496,0.158948282,0.199307036,0.113021174,0.163266432,0.304473315,0.301533472,0.186813643,0.170977902,0.196784477,0.18283208,0.171615604,0.177830187
1.200,0.136535505,0.259098104,0.161250477,0.312020018,0.199880856,0.174464986,0.153142179,0.230774026,0.847902987,0.772193874,0.161018127,0.211808177,0.115892364,0.160295866,0.294955956,0.28884122,0.191767801,0.175851962,0.199353233,0.18418806,0.180037709,0.183610999
1.210,0.129475739,0.259445189,0.157279701,0.316987956,0.205484783,0.174659922,0.150826378,0.238012015,0.829397176,0.790633884,0.162079516,0.222461056,0.118539567,0.160422646,0.285655721,0.276363257,0.194699894,0.179079356,0.200774432,0.185239748,0.187647016,0.188002444
1.220,0.123085821,0.258600581,0.152875333,0.319205052,0.210241304,0.17523738,0.149875349,0.243103228,0.80154737,0.805396198,0.1698597,0.230717185,0.120702638,0.159141494,0.2769132,0.264436832,0.195146076,0.180053853,0.201326778,0.185850379,0.194109839,0.190971212
1.230,0.121574006,0.256374526,0.148677232,0.318869729,0.21366242,0.175388041,0.149812636,0.245894217,0.768145841,0.8159163,0.178234255,0.237650715,0.122257334,0.157081613,0.268552361,0.2532601,0.192874356,0.178315073,0.201023608,0.186594908,0.199085831,0.192964455
1.240,0.121623639,0.252818879,0.147687301,0.3159993,0.215464653,0.174377017,0.150283778,0.24613973,0.732439918,0.822014414,0.185787082,0.247503657,0.123155,0.156442988,0.260824962,0.24284391,0.188014554,0.175504931,0.200023278,0.190129077,0.202343915,0.194346053
1.250,0.121764465,0.248176616,0.150237736,0.311255041,0.215658502,0.172374016,0.150869396,0.243966309,0.697129103,0.82367842,0.192372034,0.255938896,0.123419358,0.156777297,0.253300691,0.233020699,0.181060891,0.175591268,0.198206609,0.193220602,0.203849913,0.195503426
1.260,0.121992752,0.242572844,0.151854853,0.304997891,0.214570754,0.169621546,0.152512839,0.239668406,0.663589766,0.821181213,0.197904029,0.263545456,0.123128526,0.156597231,0.246133338,0.223488645,0.172766159,0.173709385,0.195672967,0.195904194,0.203778565,0.196474623
1.270,0.122205525,0.236195117,0.152353859,0.297919461,0.212472524,0.166408408,0.156406844,0.233827103,0.635471498,0.814893038,0.202356703,0.270392355,0.122384491,0.156742636,0.238896683,0.213879837,0.164486636,0.170330898,0.192643145,0.19821844,0.202456613,0.197019395
1.280,0.122098522,0.229223517,0.151833749,0.290686478,0.209620946,0.163037157,0.160167251,0.226731333,0.620818186,0.80468526,0.205693895,0.276718525,0.121286815,0.156416405,0.231809899,0.203923758,0.157397154,0.166056845,0.189186609,0.200074292,0.200274904,0.196943227
1.290,0.121419918,0.221776932,0.150755974,0.283835569,0.206199341,0.163336856,0.163710775,0.219079883,0.599312385,0.795445199,0.207875491,0.282042036,0.121165878,0.15566303,0.224582446,0.196308945,0.151331811,0.161409504,0.185494119,0.201447897,0.197679407,0.196301744
1.300,0.119888787,0.213922875,0.150396518,0.277908425,0.202306666,0.164323774,0.16691729,0.214647455,0.572163201,0.78401896,0.208886097,0.286200947,0.125212624,0.154700579,0.217511719,0.187984743,0.146815973,0.156764924,0.181744783,0.202375129,0.19504044,0.195277753
1.310,0.117350387,0.205781478,0.152510718,0.272913989,0.197989962,0.165135478,0.169840228,0.210049841,0.545460744,0.769218899,0.208764991,0.28905313,0.128621204,0.153500116,0.210444927,0.191494257,0.143983195,0.152195671,0.178108882,0.202748475,0.192667871,0.197411304
1.320,0.113853048,0.197384006,0.154740188,0.268980537,0.193279112,0.165991424,0.172386502,0.20556438,0.542430979,0.751488542,0.207619542,0.290507192,0.131383845,0.152188336,0.20359198,0.195418238,0.142596523,0.147656138,0.174756725,0.202522294,0.190881763,0.200797544
1.330,0.109612385,0.188761876,0.157468379,0.265818069,0.188239549,0.167028505,0.174646649,0.201429482,0.540638654,0.731299694,0.205616252,0.291018218,0.133450756,0.1507932,0.196927783,0.198939582,0.142250884,0.143091626,0.171852464,0.201761676,0.190021368,0.204430568
1.340,0.104939348,0.180038879,0.160693664,0.263393254,0.183175007,0.168302324,0.176563347,0.197732379,0.540202752,0.708532793,0.202955553,0.290769496,0.134826179,0.149312034,0.190407578,0.201827469,0.14235925,0.138562542,0.169564336,0.200401096,0.19027992,0.208480775
1.350,0.10013317,0.171465698,0.164224374,0.261263407,0.178335328,0.171058611,0.178237427,0.194599373,0.540823456,0.684201223,0.199847291,0.29032153,0.135587855,0.14786339,0.191335936,0.20388094,0.142358574,0.134290309,0.167954312,0.198543655,0.191741299,0.212858387
1.360,0.099974546,0.163131672,0.167610674,0.259438363,0.174358448,0.175071834,0.179588187,0.191918289,0.542558542,0.658344108,0.196589755,0.289708228,0.135691542,0.14822964,0.195645298,0.204932111,0.141885383,0.135146273,0.166928605,0.196233841,0.194358739,0.21736872
1.370,0.101359388,0.155150255,0.172350385,0.257510536,0.171808617,0.17918691,0.18067344,0.189571578,0.545535229,0.631596279,0.19336909,0.289205771,0.135303533,0.151766748,0.199557825,0.204964474,0.140749486,0.136485064,0.166344099,0.19367244,0.197960923,0.221576129
1.380,0.102510571,0.147745229,0.178441964,0.255501196,0.171153537,0.183274579,0.183146233,0.187426694,0.549389501,0.604551152,0.194018912,0.288310508,0.134348317,0.155058515,0.202764409,0.203872289,0.138872254,0.137541109,0.166008147,0.1908935,0.20229993,0.225197977
1.390,0.103435433,0.140841376,0.183500579,0.253122839,0.172518024,0.187109302,0.185879471,0.185385994,0.554103364,0.577385433,0.199860156,0.286855397,0.132940665,0.158110525,0.205061174,0.202034506,0.136378535,0.138237002,0.165699551,0.189497213,0.207089147,0.228144859
1.400,0.104194893,0.134488522,0.187041616,0.250273113,0.175721992,0.190375644,0.188303172,0.183362133,0.559506004,0.550533833,0.205638269,0.284189228,0.130954609,0.160995253,0.206315752,0.203614589,0.13351815,0.13848011,0.165209902,0.192058456,0.21217118,0.230296469
1.410,0.104783415,0.128598695,0.189075488,0.246944498,0.180309902,0.192798858,0.190586115,0.181264207,0.565104108,0.531928318,0.21121249,0.28018645,0.128435745,0.163780611,0.206473799,0.204512298,0.130460482,0.138149899,0.165384191,0.192662376,0.217162961,0.231834691
1.420,0.105334628,0.123056453,0.189750759,0.242964745,0.185636089,0.194063431,0.192941971,0.182166042,0.570568308,0.522000418,0.216455674,0.274500742,0.125280188,0.166543433,0.205556332,0.204770003,0.12742155,0.137114038,0.167870631,0.192974371,0.221874131,0.232757151
1.430,0.105826391,0.11778265,0.189595732,0.2384089,0.191134891,0.194041058,0.195601094,0.18541412,0.575530112,0.507147849,0.221233201,0.267157609,0.123753157,0.16930637,0.203648607,0.204439917,0.124534365,0.139938688,0.170398154,0.193405976,0.226031665,0.235669989
1.440,0.106373863,0.115623925,0.188945639,0.233350741,0.196169826,0.192762035,0.198775621,0.187880869,0.579595739,0.487779959,0.225426451,0.262287492,0.125267154,0.172097204,0.200882514,0.203598282,0.121821278,0.144516959,0.1728706,0.192582277,0.229400194,0.238528282
1.450,0.106943089,0.115658236,0.188022348,0.227810766,0.200295139,0.190435426,0.202625842,0.189569545,0.582365056,0.464580714,0.229045104,0.274084688,0.126760287,0.174921985,0.19741658,0.202284199,0.119219437,0.148693239,0.175284849,0.190565918,0.231859436,0.240988806
1.460,0.107577166,0.115854118,0.186808434,0.222057848,0.203165938,0.187489512,0.207235131,0.190616526,0.583453486,0.450569154,0.231932159,0.283409369,0.128053425,0.177761956,0.193416698,0.200537785,0.117842742,0.152125896,0.177618179,0.187459842,0.233444557,0.243009469
1.470,0.108227829,0.116144893,0.18516094,0.216110754,0.204717627,0.184404061,0.212598308,0.190896257,0.582804618,0.450907064,0.234115979,0.29021218,0.129160096,0.180577106,0.189078294,0.200877305,0.11828848,0.154595019,0.179793336,0.187014594,0.234202362,0.244574218
1.480,0.10888054,0.11642366,0.182973388,0.210150484,0.204853042,0.181612353,0.218624676,0.190559883,0.579983333,0.449147472,0.235574882,0.294666145,0.130151681,0.183312863,0.1845693,0.202437829,0.118632579,0.156038057,0.181804897,0.187036932,0.23427849,0.245658696
1.490,0.10946369,0.11835528,0.180284157,0.20432236,0.203858566,0.179557247,0.22515399,0.189504376,0.574742599,0.445767778,0.236134708,0.297111417,0.130993445,0.185908047,0.179948071,0.20367985,0.118917427,0.156549015,0.183592483,0.186294675,0.233842885,0.24606752
1.500,0.109962141,0.120053639,0.180798992,0.198635647,0.202055354,0.17855873,0.231979953,0.187895635,0.567462742,0.440917655,0.235637488,0.297968621,0.131685487,0.188304127,0.175392066,0.204615045,0.119246161,0.156365074,0.185117931,0.188218087,0.233029918,0.245680146
1.510,0.11027683,0.121163242,0.182103011,0.193143759,0.199855064,0.17887392,0.238875859,0.185668292,0.557755311,0.434784913,0.233837094,0.297643077,0.132297888,0.190504824,0.170908009,0.20524615,0.119596674,0.155742168,0.186417969,0.191335235,0.23189683,0.244494778
1.520,0.110454506,0.121739704,0.182814948,0.187874319,0.197671219,0.180671037,0.245616421,0.183048373,0.546080612,0.427491162,0.230473052,0.296444936,0.132780839,0.192421791,0.166611771,0.205567898,0.11998758,0.154953003,0.187419013,0.196368292,0.230449037,0.242458871
1.530,0.110396249,0.121840958,0.183194295,0.182848052,0.195780481,0.184033646,0.25209818,0.18006543,0.532320591,0.419034159,0.226057122,0.294540915,0.133135001,0.194029275,0.162449503,0.205567153,0.120442649,0.154239612,0.188199837,0.201242961,0.228545172,0.239723745
1.540,0.110158919,0.121487961,0.183499051,0.182305013,0.194236147,0.188926465,0.258102133,0.176897475,0.519269837,0.41792213,0.22804954,0.293215774,0.133422225,0.195400849,0.158445771,0.205237346,0.120947798,0.153786256,0.188759552,0.206070194,0.226015281,0.236505414
1.550,0.109731988,0.120840489,0.183875567,0.184716668,0.192902309,0.195141578,0.263540715,0.173721486,0.510621478,0.42457314,0.233314186,0.291583828,0.133571251,0.196479691,0.154646018,0.204562387,0.121439825,0.153622245,0.189111224,0.210680743,0.222708027,0.233186378
1.560,0.111004903,0.119865708,0.184339959,0.187146636,0.195114816,0.202263063,0.268243567,0.170788796,0.507914985,0.430624424,0.243251288,0.288862917,0.133646447,0.19736992,0.151023527,0.203503107,0.121874258,0.153683718,0.192962043,0.214945956,0.218535538,0.230142636
1.570,0.114580765,0.11876844,0.184903322,0.189542547,0.198360148,0.209772287,0.272194478,0.174679423,0.505371274,0.435912569,0.252669127,0.284775781,0.133626881,0.198055435,0.147612468,0.202042009,0.122216547,0.153821442,0.197242301,0.218532593,0.213529226,0.227692242
1.580,0.118095759,0.118341203,0.185518816,0.191848614,0.201331698,0.217127601,0.275181635,0.178455407,0.502616922,0.440011346,0.261397263,0.279137657,0.133530909,0.198594474,0.144488725,0.200166741,0.122559689,0.153817631,0.201218889,0.221273814,0.207807154,0.226021362
1.590,0.12147317,0.118857564,0.186229984,0.194012818,0.204043234,0.223853753,0.277213824,0.182071979,0.507806249,0.442787095,0.269341081,0.271994662,0.135003612,0.199028898,0.141811227,0.197871258,0.122679709,0.153413734,0.20486987,0.229497588,0.201664088,0.225174574
1.600,0.12466789,0.119364577,0.187200437,0.195993787,0.206481381,0.229593741,0.278196856,0.185573465,0.512127054,0.443886779,0.276432321,0.263222695,0.136633772,0.199393549,0.139689028,0.195156914,0.122626553,0.152380443,0.208041053,0.238151319,0.195638459,0.225156237
1.610,0.127705321,0.119805505,0.188583734,0.197763171,0.208651203,0.234203807,0.278055532,0.188914661,0.515472793,0.443410866,0.282710722,0.253084596,0.138172823,0.199976558,0.140365541,0.192066841,0.122353937,0.15049535,0.210714897,0.24657042,0.192013597,0.225700577
1.620,0.130565392,0.120195933,0.190470584,0.199303765,0.210400059,0.237757989,0.276844142,0.192110757,0.517697971,0.441116687,0.288152919,0.241689673,0.139650694,0.205492728,0.140720576,0.188647959,0.121951062,0.147577085,0.212857271,0.254063505,0.188546225,0.226564086
1.630,0.133251896,0.120432824,0.192846787,0.200607135,0.211716671,0.240348069,0.274620722,0.1951976,0.51863581,0.437037472,0.292744089,0.22933893,0.141083669,0.210684334,0.140725747,0.184864351,0.121441577,0.143648523,0.214510052,0.260107682,0.185579972,0.227584044
1.640,0.13583634,0.120472987,0.195591163,0.20167236,0.212502143,0.242246659,0.271389358,0.198199844,0.518119174,0.431366065,0.296580936,0.216219163,0.143812615,0.21545413,0.140784583,0.180735773,0.120948546,0.145102937,0.215646389,0.264287417,0.1835195,0.228573745
1.650,0.138272712,0.120377462,0.198543789,0.202503222,0.212737858,0.243692884,0.267233111,0.201091885,0.516001978,0.424003751,0.299790676,0.20268691,0.149998758,0.219814551,0.144082935,0.176404558,0.120515584,0.146403267,0.220385544,0.266349773,0.182528906,0.230072878
1.660,0.14056528,0.120092192,0.201620379,0.203103812,0.212411867,0.244803225,0.262299292,0.203868349,0.512190887,0.415362712,0.302355626,0.188848585,0.155919908,0.223659472,0.148625468,0.171797172,0.120238929,0.147440837,0.225020987,0.266195796,0.182687203,0.23240475
1.670,0.142704098,0.119629766,0.204743882,0.203475437,0.211537716,0.245666504,0.256674251,0.206513926,0.506761376,0.405369083,0.304394383,0.176568973,0.161548847,0.227056813,0.154147449,0.166952171,0.120210676,0.148235186,0.228964857,0.263876942,0.183918099,0.234746287
1.680,0.144697859,0.120720092,0.207873663,0.203619249,0.210220825,0.246310111,0.250413263,0.209017422,0.499575341,0.394370734,0.306026717,0.174006282,0.166904133,0.229903612,0.16047422,0.161976299,0.120451319,0.148795558,0.232125173,0.264182331,0.186051237,0.237121228
1.690,0.146481753,0.122864903,0.211013076,0.203544762,0.208481773,0.246761496,0.243672908,0.211349492,0.490701284,0.382540754,0.307197211,0.171267028,0.171890142,0.232202749,0.167313637,0.156764042,0.120981805,0.149119115,0.234494613,0.263479787,0.18884612,0.239595255
1.700,0.148022966,0.125005566,0.213984084,0.205787291,0.20647451,0.247046576,0.236517987,0.213458991,0.480269796,0.370033629,0.308020825,0.171638537,0.17646025,0.23402583,0.174408221,0.151494537,0.121791444,0.149185985,0.236006322,0.261006121,0.19200251,0.242239965
1.710,0.149291611,0.127143751,0.216634977,0.212715575,0.204263009,0.247234414,0.228983281,0.215314217,0.468465759,0.357065158,0.308493764,0.1744165,0.180590452,0.235336229,0.181523134,0.148634601,0.122842354,0.148956995,0.236607126,0.257109571,0.196309445,0.244963598
1.720,0.150262202,0.129226442,0.218774985,0.219588477,0.20189393,0.247454738,0.222993248,0.216887188,0.455516493,0.343835066,0.308604307,0.176942969,0.184271631,0.236170792,0.188405315,0.148617751,0.124106591,0.148374868,0.236301842,0.254248075,0.202254381,0.247614156
1.730,0.154179755,0.133263344,0.220254641,0.226311473,0.199418215,0.247840404,0.218088997,0.21815571,0.441678267,0.330529072,0.308378531,0.17894165,0.187417758,0.236579706,0.194974709,0.152112985,0.125474864,0.14737134,0.23506377,0.254163344,0.208114524,0.250115862
1.740,0.158057706,0.137279806,0.221110316,0.232856647,0.196890805,0.248470526,0.212837374,0.219104865,0.427221662,0.317338287,0.309002555,0.184847306,0.190051716,0.236620065,0.201079649,0.156844937,0.126875999,0.147365894,0.232898229,0.256655185,0.213813606,0.252200746
1.750,0.161453588,0.141286697,0.221548062,0.239070628,0.194237991,0.249320495,0.207242798,0.219727661,0.412418807,0.304588226,0.309685972,0.190787081,0.1921756,0.236351749,0.206650217,0.161581674,0.128256327,0.149800452,0.229991426,0.261447771,0.219291977,0.253795126
1.760,0.164345056,0.145268022,0.221826305,0.245017892,0.19141021,0.250241541,0.201378332,0.220024799,0.397566789,0.292332528,0.309705428,0.196071575,0.193800635,0.235833336,0.211663176,0.166198283,0.129519501,0.151966768,0.226547151,0.266086957,0.224508517,0.254747185
1.770,0.170297146,0.149194159,0.222308804,0.250561318,0.18866679,0.250982641,0.195337615,0.220003917,0.383087482,0.280922895,0.309091517,0.200671538,0.194967537,0.235119272,0.216117902,0.170685504,0.130616774,0.153774639,0.222874928,0.270452532,0.229420356,0.255091227
1.780,0.17710421,0.153039551,0.223277923,0.255771834,0.188505329,0.251250716,0.189218598,0.220756798,0.369024139,0.27163682,0.307913632,0.20462066,0.195788844,0.23425764,0.220030601,0.174965003,0.13317307,0.155205577,0.221579504,0.274434422,0.233986603,0.254812939
1.790,0.18315792,0.156765076,0.224847839,0.26060796,0.188097592,0.250792052,0.183118694,0.222433494,0.35581209,0.270861998,0.306136549,0.207990238,0.196304596,0.233288528,0.223427766,0.178956355,0.136168193,0.156265245,0.221398366,0.277939685,0.238170816,0.254037411
1.800,0.188412854,0.160319664,0.227025012,0.265056372,0.191448415,0.253731356,0.177902659,0.223782205,0.343473415,0.270075056,0.303763839,0.210879149,0.196557878,0.232288005,0.226340003,0.182588206,0.138763015,0.156979407,0.221351887,0.283203621,0.244182868,0.252878475
1.810,0.192845331,0.16364524,0.229733518,0.269238303,0.194956055,0.25979627,0.176258111,0.224851759,0.332408532,0.269225719,0.300828192,0.213432082,0.196571488,0.231236342,0.228797057,0.185770228,0.140981492,0.157387922,0.22158457,0.288276032,0.252664741,0.251426075
1.820,0.196482151,0.166683099,0.232889163,0.273088831,0.197838318,0.264762543,0.17430669,0.225616705,0.322590306,0.268261631,0.297386132,0.215764071,0.19636634,0.230147045,0.230824049,0.188386802,0.14272294,0.15753829,0.222112819,0.292808428,0.260411147,0.249838691
1.830,0.199385688,0.169379123,0.236445049,0.2766417,0.200002568,0.268617676,0.172067493,0.226098546,0.314123639,0.267216626,0.293506134,0.21796829,0.195979334,0.229028388,0.232438862,0.190302677,0.144057004,0.15747932,0.222805727,0.296781417,0.271223531,0.255328536
1.840,0.201588287,0.171688277,0.240399578,0.280014208,0.201392609,0.271374398,0.169566522,0.226325348,0.307066789,0.265977655,0.289254366,0.220141651,0.195494656,0.227901378,0.233650963,0.192596627,0.144910969,0.157255328,0.223404444,0.300146378,0.284247126,0.261939338
1.850,0.203086748,0.173578736,0.24475853,0.283132941,0.201949615,0.273057863,0.166834631,0.226364422,0.301420683,0.264681356,0.284712574,0.222394122,0.194888673,0.226782128,0.234487706,0.196258664,0.145370339,0.156922667,0.223570467,0.303008673,0.296773469,0.268481831
1.860,0.203897655,0.175034811,0.249397452,0.286051468,0.202904215,0.273733536,0.163905033,0.226194921,0.297195362,0.263189358,0.279912739,0.224773361,0.195514531,0.225634391,0.234945123,0.198825834,0.145427151,0.158852922,0.222979314,0.305327058,0.308712712,0.275007239
1.870,0.204015341,0.176058236,0.254173615,0.288829044,0.206182818,0.273528425,0.160810731,0.225843917,0.294233007,0.261608919,0.285979407,0.227264653,0.197518392,0.22468164,0.234988789,0.200248002,0.14559444,0.1610612,0.221371696,0.3093628,0.319975195,0.281484686
1.880,0.203460214,0.176694546,0.258835481,0.291392877,0.210104922,0.272531981,0.15758187,0.225347831,0.292393639,0.259904506,0.298044918,0.229860945,0.199392505,0.225901655,0.234602788,0.200552057,0.149292496,0.16358226,0.219751108,0.313724545,0.330442811,0.287985093
1.890,0.202286901,0.176954577,0.263139871,0.293813042,0.213771999,0.270856365,0.154243396,0.224757396,0.291738236,0.25812159,0.309052609,0.232575798,0.201181489,0.227008488,0.233808233,0.199821121,0.152492235,0.166564637,0.229060048,0.317564947,0.340057796,0.294501925
1.900,0.200469123,0.176867238,0.26682303,0.296071809,0.21713169,0.268589028,0.150813321,0.226242892,0.292899827,0.256298614,0.318971366,0.235318581,0.20290831,0.228010323,0.232596596,0.198252249,0.155175979,0.170067254,0.237827954,0.321019006,0.348777802,0.3009991
1.910,0.198077197,0.176468175,0.269752897,0.29811569,0.220237101,0.265886995,0.151959943,0.228599309,0.295156453,0.254454873,0.327873196,0.23801503,0.20453635,0.22891808,0.230910599,0.196093199,0.157445986,0.174051556,0.245619552,0.32417697,0.356578461,0.307459387
1.920,0.195176371,0.175791692,0.271915382,0.300044686,0.223029671,0.264119518,0.154142771,0.23067406,0.29832736,0.252652487,0.335672602,0.240595581,0.206099278,0.229769344,0.228815469,0.193633247,0.159289592,0.178429009,0.252219059,0.327121932,0.363449401,0.313881732
1.930,0.191821539,0.175181865,0.273432454,0.301777771,0.225548816,0.263584692,0.15687341,0.23252046,0.302202304,0.250926045,0.342385227,0.242990929,0.207554452,0.230558832,0.226248642,0.192698069,0.160796971,0.183057268,0.257554276,0.329952583,0.369384063,0.320204252
1.940,0.188113293,0.175164128,0.274436308,0.303317428,0.227796327,0.262578199,0.160072967,0.234149443,0.306547808,0.250030642,0.348032143,0.245137488,0.208873905,0.231296617,0.223240726,0.191815759,0.162024262,0.187762968,0.261824572,0.332752965,0.374374872,0.326358543
1.950,0.185647971,0.174801539,0.276371456,0.304767838,0.229771093,0.261172171,0.163659679,0.235596348,0.311114628,0.250255566,0.352719218,0.24698218,0.210083413,0.232001085,0.219792017,0.191018874,0.162972174,0.192392414,0.265204534,0.33558865,0.378414346,0.332293396
1.960,0.183069174,0.174126453,0.279125854,0.306042687,0.231538329,0.259447423,0.167564626,0.236899302,0.315787421,0.249943435,0.356413742,0.248487154,0.211091313,0.232691845,0.215885729,0.190358465,0.163723864,0.196816967,0.268105324,0.33850536,0.381487196,0.337960443
1.970,0.179718665,0.173156697,0.281671812,0.307221897,0.233062299,0.257462408,0.171730378,0.238096219,0.320228563,0.249219541,0.35914218,0.249633064,0.211935684,0.233389316,0.211589788,0.189777235,0.164238576,0.200903314,0.27083421,0.341530022,0.38359237,0.343318441
1.980,0.175640459,0.171921223,0.284107267,0.308348872,0.234413866,0.255266133,0.176060575,0.239223381,0.324372365,0.248048705,0.36093231,0.250420206,0.212543734,0.234114047,0.206867723,0.189149811,0.164518632,0.20459409,0.273770771,0.344673909,0.384724395,0.348337419
1.990,0.170911366,0.170439358,0.287653686,0.309388264,0.235610209,0.252941173,0.180482636,0.240313899,0.327950754,0.246538267,0.361815565,0.250867701,0.214751432,0.234885687,0.201768198,0.18839244,0.164539564,0.207864766,0.277043598,0.349267667,0.38483909,0.353292055
