Time(s),AU46-EQ6-psaNorthSouth(g),AU46-EQ6-psaEastWest(g),CO47-EQ18-psaNorthSouth(g),CO47-EQ18-psaEastWest(g),DR16-EQ24-psaNorthSouth(g),DR16-EQ24-psaEastWest(g),DX37-EQ25-psaNorthSouth(g),DX37-EQ25-psaEastWest(g),EO30-EQ26-psaNorthSouth(g),EO30-EQ26-psaEastWest(g),GR27-EQ31-psaNorthSouth(g),GR27-EQ31-psaEastWest(g),ME52-EQ39-psaNorthSouth(g),ME52-EQ39-psaEastWest(g),Median-ZoneII-psaNorthSouth(g),StandardDev-ZoneII-psaNorthSouth(g),Median-ZoneII-psaEastWest(g),StandardDev-ZoneII-psaEastWest(g)
4.66,0.011952148,0.020183116,0.011272344,0.016897025,0.008958611,0.010741528,0.022141491,0.024484053,0.011248776,0.018731357,0.011272539,0.014882133,0.009737304,0.018043052,0.011272344,0.004103861,0.018043052,0.003970886
4.67,0.012041614,0.020145958,0.011192662,0.016846261,0.008925294,0.010653207,0.022219741,0.024464596,0.011176077,0.018685706,0.011344578,0.014769482,0.009745144,0.017920871,0.011192662,0.00413597,0.017920871,0.003994862
4.68,0.012131443,0.020107407,0.011111724,0.016794775,0.008886637,0.010565096,0.022295443,0.024443767,0.011102332,0.01863888,0.011412822,0.014655681,0.009751798,0.01778981,0.011111724,0.004169019,0.01778981,0.004018543
4.69,0.012221522,0.020067512,0.011029549,0.016743771,0.008844188,0.010476441,0.022369637,0.024421606,0.011027548,0.018590923,0.011479151,0.014540795,0.009755556,0.017648969,0.011029549,0.004203253,0.017648969,0.004042139
4.7,0.012311734,0.020026321,0.01094616,0.016692032,0.008797131,0.010386946,0.022441876,0.024398147,0.010951735,0.018541878,0.011541553,0.014425506,0.009756365,0.017498701,0.010951735,0.004238669,0.017498701,0.004065761
4.71,0.012401965,0.019983885,0.010862002,0.016639603,0.00884008,0.010296659,0.022511289,0.024373421,0.010875006,0.018491788,0.011599941,0.01431034,0.009755941,0.017340672,0.010875006,0.00426335,0.017340672,0.004089418
4.72,0.012492101,0.01994025,0.010780137,0.016586526,0.008933527,0.010206085,0.022577782,0.02434746,0.010798446,0.018440692,0.01165424,0.014194264,0.009752444,0.017172974,0.010798446,0.004282218,0.017172974,0.004113164
4.73,0.012582025,0.019896867,0.01087851,0.016532842,0.009024475,0.010187263,0.022641267,0.024320494,0.010720877,0.018389273,0.011705756,0.014077351,0.009746119,0.016999353,0.01087851,0.004291765,0.016999353,0.004119703
4.74,0.012671625,0.019852463,0.010975655,0.01647859,0.009112031,0.010187351,0.02270166,0.024293746,0.010715125,0.018337719,0.011753802,0.013959679,0.009738275,0.016816921,0.010975655,0.004297357,0.016816921,0.004122469
4.75,0.012760789,0.019806983,0.011071465,0.016423806,0.009196245,0.010186888,0.022758884,0.024265817,0.010797947,0.018285256,0.011797586,0.013841322,0.009727262,0.016652245,0.011071465,0.004297732,0.016652245,0.004125552
4.76,0.012849403,0.019760471,0.011165834,0.016368525,0.009278522,0.010185319,0.022812866,0.024236724,0.010878468,0.018231921,0.01183705,0.013722357,0.009713642,0.016601163,0.011165834,0.004298083,0.016601163,0.004127383
4.77,0.012937359,0.019712971,0.011258662,0.01631278,0.009357245,0.01018266,0.022863538,0.024206483,0.010956755,0.018177752,0.011873192,0.013602857,0.009702996,0.016549679,0.011258662,0.004297998,0.016549679,0.004129393
4.78,0.013024549,0.019664526,0.01134985,0.016256601,0.009432354,0.010178928,0.022912621,0.024175109,0.011033782,0.018122784,0.011906097,0.013483517,0.009760769,0.016498163,0.01134985,0.00429136,0.016498163,0.004131494
4.79,0.013110865,0.019615175,0.011439302,0.016200323,0.009504951,0.01017414,0.022958737,0.024142612,0.01110835,0.018067053,0.011934557,0.013364604,0.009816646,0.016445856,0.011439302,0.00428462,0.016445856,0.004133653
4.8,0.013196204,0.019564959,0.011527849,0.016144513,0.009574479,0.010168876,0.023001388,0.024109003,0.011180405,0.018010593,0.011958536,0.013245332,0.009870581,0.016392794,0.011527849,0.004277656,0.016392794,0.004135816
4.81,0.013280463,0.01951521,0.011614595,0.016088333,0.009640252,0.010162983,0.023040526,0.024074292,0.011249892,0.017953438,0.011978947,0.013125767,0.009922528,0.016339011,0.011614595,0.004270559,0.016339011,0.004138158
4.82,0.013363542,0.01946474,0.011699378,0.016031807,0.009702765,0.010156091,0.023076107,0.024038487,0.011316765,0.017895622,0.011996176,0.013005974,0.009972875,0.016284543,0.011699378,0.004263224,0.016284543,0.00414064
4.83,0.01344596,0.019413488,0.011782118,0.015974957,0.009762771,0.010148223,0.023108094,0.024001595,0.011380978,0.017838394,0.012008851,0.012886013,0.010021986,0.01623047,0.011782118,0.004255589,0.01623047,0.004143274
4.84,0.013527182,0.019361486,0.011862738,0.015917804,0.009818899,0.010139403,0.023136453,0.023963626,0.011443472,0.017780631,0.012016954,0.012765942,0.010068997,0.016175878,0.011862738,0.00424784,0.016175878,0.004146013
4.85,0.013606973,0.019308762,0.011941166,0.015860369,0.009871157,0.010129659,0.023161204,0.023925157,0.011503707,0.017722281,0.012021529,0.012645817,0.01011387,0.016120687,0.011941166,0.004239994,0.016120687,0.004148986
4.86,0.013685244,0.019255344,0.012017333,0.015802669,0.009921351,0.010119017,0.023184628,0.023886562,0.011561182,0.017663374,0.012022807,0.012525828,0.010156566,0.016064929,0.012017333,0.004232651,0.016064929,0.004152254
4.87,0.013761905,0.019201259,0.012091173,0.015744722,0.009967559,0.0101082,0.023204366,0.023846901,0.011615866,0.017603938,0.012019491,0.012406956,0.010197243,0.016008638,0.012019491,0.00422528,0.016008638,0.00415528
4.88,0.013836873,0.01914653,0.012162846,0.015686544,0.010009745,0.010096742,0.023220403,0.023806183,0.01166773,0.017544004,0.012011581,0.012288143,0.010236828,0.015952175,0.012011581,0.004217795,0.015952175,0.004158306
4.89,0.013910066,0.019091425,0.012233147,0.015628151,0.010049571,0.010084458,0.023232731,0.02376442,0.011717527,0.017483597,0.012000487,0.012169433,0.010274147,0.015895994,0.012000487,0.004210007,0.015895994,0.004161381
4.9,0.013981403,0.019036744,0.012300974,0.015569556,0.01008563,0.010071377,0.023241349,0.023721626,0.011765233,0.017422744,0.011985783,0.012050869,0.01030917,0.015839354,0.011985783,0.004202148,0.015839354,0.004164578
4.91,0.01405081,0.018981466,0.012366277,0.01551167,0.010117586,0.010057527,0.023246257,0.023677815,0.011810063,0.017361471,0.011983823,0.011999391,0.010341872,0.015782282,0.011983823,0.004193512,0.015782282,0.004158065
4.92,0.014118214,0.018925611,0.012429006,0.015453703,0.010146896,0.010042935,0.023247463,0.023633003,0.011852003,0.017299802,0.012016755,0.011952326,0.010372672,0.015724808,0.012016755,0.004182742,0.015724808,0.004150795
4.93,0.014183547,0.018869199,0.01248912,0.015395555,0.010172631,0.010027628,0.02324684,0.023587209,0.011891722,0.017238377,0.01204843,0.011904929,0.010402067,0.015666955,0.01204843,0.004172214,0.015666955,0.004143476
4.94,0.014246744,0.018812249,0.012546578,0.015337238,0.01019421,0.010011634,0.023243148,0.023540453,0.011929452,0.017177127,0.012078836,0.011858021,0.010429082,0.015609029,0.012078836,0.004161673,0.015609029,0.004135981
4.95,0.014307743,0.018754779,0.012601343,0.015278762,0.010212988,0.009995657,0.023235795,0.023492754,0.01196427,0.017115529,0.012107356,0.011810772,0.010453702,0.015551508,0.012107356,0.004150853,0.015551508,0.004128259
4.96,0.014366488,0.018696808,0.012654419,0.015220137,0.010228295,0.009979198,0.023224801,0.023444137,0.011996809,0.0170536,0.012133981,0.011763211,0.010475914,0.015493663,0.012133981,0.004139775,0.015493663,0.00412043
4.97,0.014423533,0.018638354,0.012705178,0.015161372,0.010239419,0.009962115,0.023210191,0.023394624,0.012027426,0.016991361,0.012158706,0.011715366,0.010496855,0.015435515,0.012158706,0.004128429,0.015435515,0.004112524
4.98,0.014478848,0.018579437,0.012753171,0.015102476,0.01024781,0.009944431,0.023191994,0.023345254,0.012055694,0.016928828,0.012181523,0.011667264,0.010515668,0.015377084,0.012181523,0.004116792,0.015377084,0.004104806
4.99,0.01453178,0.018520638,0.012798374,0.015043456,0.010252662,0.009926166,0.023170239,0.023295397,0.012082343,0.016866018,0.012203075,0.011619081,0.010532053,0.015318387,0.012203075,0.004104916,0.015318387,0.004097134
