Time(s),AU46-EQ6-psaNorthSouth(g),AU46-EQ6-psaEastWest(g),CO47-EQ18-psaNorthSouth(g),CO47-EQ18-psaEastWest(g),DR16-EQ24-psaNorthSouth(g),DR16-EQ24-psaEastWest(g),DX37-EQ25-psaNorthSouth(g),DX37-EQ25-psaEastWest(g),EO30-EQ26-psaNorthSouth(g),EO30-EQ26-psaEastWest(g),GR27-EQ31-psaNorthSouth(g),GR27-EQ31-psaEastWest(g),ME52-EQ39-psaNorthSouth(g),ME52-EQ39-psaEastWest(g),Median-ZoneII-psaNorthSouth(g),StandardDev-ZoneII-psaNorthSouth(g),Median-ZoneII-psaEastWest(g),StandardDev-ZoneII-psaEastWest(g)
2.24,0.05721858,0.06424344,0.036116567,0.064936593,0.05008048,0.039549239,0.079095141,0.067564922,0.035609073,0.05379259,0.065482153,0.06388817,0.051687986,0.066716254,0.051687986,0.014390808,0.06424344,0.009384851
2.25,0.057410561,0.063850406,0.036398467,0.065270906,0.049666397,0.040072723,0.077019808,0.067568681,0.034828171,0.054209865,0.064869299,0.063524978,0.05091261,0.066631451,0.05091261,0.013931359,0.063850406,0.009155284
2.26,0.057434419,0.063373446,0.036691115,0.065519925,0.049198778,0.04052853,0.075013988,0.067567654,0.034004262,0.054594544,0.06420951,0.06295602,0.050137837,0.066458785,0.050137837,0.013505227,0.063373446,0.008926586
2.27,0.057268923,0.062809177,0.036989897,0.065705537,0.048690363,0.040896855,0.073348343,0.067569221,0.033134973,0.054939824,0.063513396,0.062191086,0.04934368,0.06620368,0.04934368,0.013173869,0.062809177,0.008714074
2.28,0.056899168,0.062153764,0.037290835,0.065811386,0.048147305,0.041179454,0.071738427,0.067548452,0.032218523,0.055239652,0.06277392,0.061194412,0.048550669,0.065873358,0.048550669,0.012863432,0.062153764,0.008519257
2.29,0.056317108,0.0614032,0.037590375,0.065854237,0.047569483,0.04137778,0.070099007,0.067513293,0.031253693,0.055488383,0.062017681,0.060002202,0.047763398,0.065476683,0.047763398,0.012556498,0.0614032,0.008354965
2.3,0.055529142,0.060554471,0.037885172,0.065841778,0.046964769,0.041488215,0.068434988,0.067474824,0.03048119,0.055688652,0.061236711,0.058569664,0.046976144,0.065023532,0.046976144,0.012200153,0.060554471,0.008235463
2.31,0.054541607,0.059606463,0.038171891,0.065791329,0.046349403,0.041515928,0.066766642,0.067402968,0.030119521,0.055836742,0.060441839,0.056957042,0.046210726,0.064524126,0.046349403,0.011746015,0.059606463,0.008169823
2.32,0.053352729,0.058559975,0.038447993,0.065728925,0.045721389,0.041475171,0.066171954,0.067529321,0.029705613,0.055917535,0.059647346,0.055126392,0.045457803,0.064982177,0.045721389,0.011533902,0.058559975,0.00831263
2.33,0.0519756,0.057602341,0.038722364,0.065648198,0.045087231,0.04136963,0.065850433,0.06749082,0.0292352,0.05593454,0.058844386,0.05352518,0.04471607,0.065589565,0.045087231,0.011396448,0.057602341,0.008510475
2.34,0.050441456,0.057516962,0.038978533,0.065540216,0.044458225,0.041219282,0.065459569,0.067257547,0.028704412,0.05587221,0.058059278,0.052781578,0.044002887,0.06615405,0.044458225,0.011271002,0.057516962,0.008640553
2.35,0.049626703,0.057362741,0.039211941,0.065388383,0.043840481,0.04104161,0.06498834,0.067104353,0.02811139,0.05572616,0.057277509,0.05194469,0.043305494,0.066664808,0.043840481,0.011187865,0.057362741,0.008801806
2.36,0.048776057,0.057132872,0.039417654,0.065178435,0.043233944,0.040853843,0.06485516,0.067319566,0.028005997,0.0554963,0.056513593,0.051030835,0.042620938,0.067157493,0.043233944,0.01108184,0.057132872,0.009034423
2.37,0.047816397,0.05682915,0.039606347,0.064918031,0.042651472,0.040656688,0.064983118,0.068005274,0.028103735,0.056113405,0.055767643,0.05003587,0.041960608,0.067608164,0.042651472,0.011003721,0.05682915,0.00932699
2.38,0.046743067,0.056454823,0.039761902,0.064586693,0.04209177,0.040448251,0.065092915,0.069124471,0.028224424,0.056714048,0.055035175,0.04957449,0.041313932,0.068029962,0.04209177,0.01093389,0.056714048,0.009641207
2.39,0.04556157,0.056013831,0.039874667,0.064190974,0.041558777,0.040224031,0.065179782,0.070037175,0.028364663,0.057214971,0.054331674,0.049492981,0.040674184,0.068432442,0.041558777,0.010876809,0.057214971,0.009891923
2.4,0.044272387,0.055511591,0.039957002,0.063733355,0.041057869,0.039977306,0.065245172,0.070732801,0.028520744,0.057600525,0.053643195,0.049394592,0.040048522,0.068794269,0.041057869,0.010832689,0.057600525,0.010118758
2.41,0.042885276,0.055282606,0.039992505,0.063207379,0.040584661,0.039710123,0.065302934,0.071194726,0.028688641,0.057891185,0.052970793,0.049282006,0.039429583,0.069146782,0.040584661,0.010810659,0.057891185,0.010305171
2.42,0.041402727,0.055100433,0.039980578,0.063080644,0.040146107,0.03940781,0.065345801,0.071389756,0.028864039,0.058085704,0.052321057,0.049158462,0.038807948,0.069458451,0.040146107,0.010813411,0.058085704,0.010478803
2.43,0.03984216,0.054916331,0.040022741,0.063394861,0.039733732,0.039067633,0.065373649,0.071306407,0.029043718,0.058207292,0.051685096,0.049029024,0.038190014,0.069742367,0.03984216,0.010837997,0.058207292,0.0106402
2.44,0.038217107,0.054726543,0.040109135,0.063671721,0.039352913,0.038687419,0.065386733,0.070937734,0.029229175,0.058267279,0.051059586,0.048898692,0.03756929,0.069992581,0.039352913,0.010887638,0.058267279,0.010756236
2.45,0.037365646,0.054535443,0.040143643,0.063884026,0.038994139,0.038264422,0.065382631,0.070287315,0.029408988,0.05826005,0.050440896,0.048771007,0.036936625,0.070197524,0.038994139,0.010908758,0.05826005,0.010827575
2.46,0.037853131,0.054346946,0.040114045,0.064021335,0.038659571,0.037795005,0.065360595,0.06938068,0.029578354,0.058187682,0.049827117,0.048656169,0.036301451,0.070370405,0.038659571,0.010847739,0.058187682,0.010864299
2.47,0.038360727,0.054164395,0.040014566,0.064075003,0.038340785,0.037278992,0.065307017,0.069403773,0.029732573,0.058029651,0.049216021,0.048554671,0.03565384,0.070484118,0.038360727,0.010794462,0.058029651,0.011044039
2.48,0.038869636,0.053990484,0.039858967,0.064044243,0.038036186,0.036780097,0.065206648,0.069355463,0.029878923,0.057801412,0.048598036,0.048464829,0.034989787,0.070562734,0.038869636,0.010743408,0.057801412,0.01119342
2.49,0.039370536,0.053827204,0.03963563,0.063916969,0.037739834,0.037268874,0.065044143,0.069248506,0.030003085,0.057498642,0.047967961,0.048375425,0.034320957,0.070573729,0.039370536,0.010691753,0.057498642,0.011056446
2.5,0.039854994,0.053675828,0.039342929,0.063692159,0.037446652,0.037715663,0.064802457,0.069075664,0.030100284,0.057134726,0.047329598,0.048262924,0.033632917,0.070543087,0.039342929,0.010637164,0.057134726,0.010909625
2.51,0.040330992,0.053536916,0.039241271,0.063369068,0.037153809,0.038104772,0.064463995,0.068817831,0.030177179,0.056714995,0.046674536,0.048125808,0.032935098,0.070442487,0.039241271,0.010562806,0.056714995,0.010748953
2.52,0.040773147,0.053417684,0.039406181,0.062947529,0.036853535,0.038439324,0.064011827,0.068490484,0.030226079,0.056236596,0.045995376,0.04795369,0.032224057,0.070291598,0.039406181,0.010464167,0.056236596,0.010580355
2.53,0.041176713,0.053310716,0.039507916,0.062428252,0.036546264,0.038720167,0.063437101,0.068092904,0.030239587,0.055711453,0.045302185,0.047746029,0.031500443,0.070074067,0.039507916,0.010350857,0.055711453,0.010401195
2.54,0.041550318,0.053214122,0.039562855,0.061812899,0.036222392,0.038936347,0.062725502,0.067606297,0.030230376,0.055129559,0.044581927,0.047503436,0.03076951,0.06979701,0.039562855,0.010214877,0.055129559,0.010213162
2.55,0.04186826,0.053126183,0.039559907,0.061103947,0.035885649,0.039103477,0.061866438,0.067055578,0.030184443,0.054491749,0.04383761,0.047227432,0.030502218,0.069461006,0.039559907,0.009986225,0.054491749,0.010017359
2.56,0.042143336,0.053044779,0.039500592,0.060304699,0.035525185,0.039199726,0.060856202,0.06643083,0.03010619,0.053797371,0.043071697,0.046920159,0.030380778,0.069057119,0.039500592,0.009705243,0.053797371,0.009816852
2.57,0.042359373,0.05296748,0.039400754,0.059419347,0.035148112,0.0392518,0.059699962,0.065721816,0.029997768,0.053048892,0.042277121,0.046583956,0.030233358,0.068604683,0.039400754,0.00939651,0.053048892,0.00960876
2.58,0.0425636,0.052891649,0.039252208,0.058452969,0.034742493,0.039232389,0.058408497,0.064963165,0.029852957,0.052247728,0.041465449,0.046633334,0.030066756,0.068078556,0.039252208,0.009067395,0.052891649,0.009350188
2.59,0.043065185,0.052814531,0.03906105,0.057411462,0.03431907,0.039171583,0.056982932,0.064131713,0.029681784,0.051567835,0.040626148,0.046767855,0.029881594,0.067514592,0.03906105,0.008737364,0.052814531,0.009072475
2.6,0.043485976,0.052733354,0.038833134,0.056301385,0.033864561,0.039043353,0.055437844,0.063228887,0.029475423,0.050890623,0.040365106,0.046854346,0.029671023,0.06688108,0.038833134,0.008416313,0.052733354,0.008797848
2.61,0.043832979,0.052654513,0.038573581,0.055129779,0.033393658,0.038877685,0.054033541,0.062290752,0.029243518,0.050250371,0.040125844,0.046900174,0.02943787,0.066207159,0.038573581,0.008160482,0.052654513,0.008530326
2.62,0.044088502,0.052567888,0.038286614,0.053904035,0.032892152,0.038653109,0.054012763,0.061289695,0.028982171,0.050231984,0.039851539,0.046923079,0.029193035,0.065475947,0.038286614,0.0082956,0.052567888,0.00823972
2.63,0.044254088,0.052469822,0.03797557,0.052631763,0.032376091,0.038391378,0.053989076,0.060233697,0.028693249,0.050107446,0.039553363,0.046903276,0.028925896,0.064704195,0.03797557,0.008432533,0.052469822,0.007966593
2.64,0.044338588,0.052358217,0.037643199,0.051320788,0.031833937,0.038084156,0.053962272,0.059155158,0.028384362,0.049878714,0.039217589,0.046850323,0.028638019,0.063887067,0.037643199,0.008570281,0.051320788,0.007717231
2.65,0.044326757,0.052231281,0.037295353,0.049979052,0.031278064,0.037737612,0.05393215,0.05803082,0.02805159,0.049542179,0.038853267,0.046776028,0.028338671,0.063031204,0.037295353,0.008704536,0.049979052,0.007488882
2.66,0.04421942,0.052087565,0.03693379,0.048614499,0.030703703,0.037361756,0.053898486,0.056867061,0.027698516,0.049101374,0.038465701,0.046663302,0.028026658,0.062141305,0.03693379,0.008834878,0.049101374,0.00728366
2.67,0.044032825,0.05192599,0.036558484,0.047242518,0.030116579,0.036944196,0.053861003,0.055691176,0.027327782,0.048560549,0.038046259,0.046523097,0.027698732,0.061215872,0.036558484,0.008962038,0.048560549,0.007107335
2.68,0.043750828,0.051757751,0.036176863,0.045863421,0.029520392,0.036510376,0.05381936,0.054491615,0.026941981,0.047924632,0.03760418,0.046362265,0.027356736,0.060267025,0.036176863,0.009083051,0.047924632,0.006955443
2.69,0.043374869,0.05157047,0.035787299,0.044485778,0.028911792,0.036043594,0.053773137,0.053269171,0.026542293,0.047199455,0.03714547,0.046165945,0.027010409,0.059286784,0.035787299,0.009196984,0.047199455,0.00683092
2.7,0.042926282,0.051364053,0.03539782,0.043391371,0.028304772,0.035551366,0.053721838,0.052031057,0.026128055,0.046392214,0.036662809,0.045947428,0.026656164,0.0582928,0.03539782,0.009305337,0.046392214,0.006710362
2.71,0.042388495,0.05113872,0.035011597,0.043227699,0.027863268,0.035045222,0.053664889,0.050799709,0.025699161,0.045511264,0.036160658,0.045707011,0.026292581,0.057272268,0.035011597,0.009388096,0.045707011,0.006525868
2.72,0.041766303,0.05089498,0.03462952,0.04304664,0.027447248,0.034511746,0.053601648,0.049559389,0.025255412,0.04456599,0.035653729,0.045433203,0.025921247,0.0562462,0.03462952,0.009462094,0.045433203,0.006369191
2.73,0.041079432,0.050633601,0.034245266,0.042851671,0.026949324,0.03396374,0.053531417,0.048689444,0.024799427,0.043568973,0.03513141,0.045143426,0.025546275,0.055199264,0.034245266,0.009541066,0.045143426,0.006258866
2.74,0.040313024,0.05036379,0.033851511,0.042651525,0.026653466,0.033401983,0.053453454,0.048065867,0.024426506,0.04265736,0.034596743,0.044828453,0.025172629,0.054152823,0.033851511,0.009578129,0.044828453,0.006179585
2.75,0.039480952,0.050081516,0.033445503,0.042437598,0.026402869,0.03281832,0.053366991,0.047449668,0.024280972,0.042362485,0.034056732,0.044482055,0.02479476,0.053092416,0.033445503,0.009574302,0.044482055,0.006079872
2.76,0.038589672,0.049784764,0.033023872,0.042211304,0.026074553,0.032224328,0.053271252,0.047238879,0.024111806,0.042034609,0.03351745,0.044127565,0.024413746,0.052035652,0.033023872,0.009580853,0.044127565,0.006022318
2.77,0.037632525,0.049474968,0.032582883,0.041974067,0.02567656,0.031619402,0.053165474,0.047237772,0.024060109,0.041689732,0.032973327,0.043743172,0.024030526,0.050973476,0.032582883,0.009578077,0.043743172,0.005995688
2.78,0.036636131,0.049153648,0.032132802,0.04173719,0.025215015,0.030996381,0.053048926,0.047204959,0.024193201,0.041315612,0.032426797,0.043337817,0.023645904,0.049914574,0.032132802,0.009561599,0.043337817,0.005987873
2.79,0.035583754,0.048822381,0.031660949,0.041492597,0.024697109,0.030362073,0.052920928,0.047154511,0.024293797,0.040929573,0.031880089,0.042917868,0.023267635,0.048860875,0.031660949,0.009558964,0.042917868,0.005997173
2.8,0.034498074,0.048483871,0.031178604,0.04124072,0.02413013,0.029722771,0.052780873,0.047076,0.024350145,0.040515709,0.031342861,0.042470677,0.022888854,0.04780608,0.031178604,0.009573141,0.042470677,0.00601994
2.81,0.033372664,0.048146998,0.03067655,0.04098277,0.023521984,0.029068602,0.052634235,0.046978123,0.024378105,0.040097263,0.030809885,0.042014671,0.022509976,0.046769465,0.03067655,0.009603159,0.042014671,0.006061483
2.82,0.032687148,0.047804478,0.030168484,0.040726866,0.022980885,0.028400915,0.052475737,0.046861029,0.024364256,0.039655035,0.030281406,0.041537034,0.022131381,0.045734753,0.030168484,0.009649069,0.041537034,0.006117917
2.83,0.032969389,0.047457788,0.029642382,0.040469279,0.022615363,0.027732675,0.05230403,0.04671808,0.024320471,0.039207046,0.029758766,0.041043059,0.021753375,0.045385705,0.029642382,0.009707533,0.041043059,0.00624508
2.84,0.033209713,0.047108323,0.029111082,0.040208278,0.022252168,0.027055373,0.05211889,0.046567798,0.024241434,0.038744793,0.029243067,0.040538929,0.021376202,0.045051054,0.029111082,0.009769678,0.040538929,0.006377143
2.85,0.033402592,0.046757373,0.028569878,0.039944657,0.021896386,0.026706992,0.051920206,0.046395491,0.024130433,0.038271809,0.028735725,0.040013844,0.021002164,0.044719006,0.028569878,0.009832754,0.040013844,0.006407585
2.86,0.033548592,0.046406119,0.028082426,0.039684644,0.021543933,0.0266376,0.051707971,0.046202985,0.023992388,0.037828786,0.028242322,0.039487259,0.020825764,0.044386279,0.028082426,0.00986881,0.039684644,0.00635079
2.87,0.033657598,0.046055616,0.027608893,0.039426073,0.021195655,0.026546797,0.051482278,0.04600631,0.023820752,0.037533506,0.027757388,0.038943077,0.020813499,0.044055261,0.027608893,0.009883512,0.039426073,0.006295311
2.88,0.033718369,0.045709995,0.02712676,0.039166343,0.020852215,0.02644788,0.051243305,0.045791105,0.02363014,0.037241652,0.027281229,0.038393353,0.02075151,0.043730203,0.02712676,0.009902257,0.039166343,0.00624306
2.89,0.033745683,0.045370719,0.026855324,0.038905873,0.02051411,0.026330339,0.050991306,0.045558827,0.023410965,0.036954904,0.026813984,0.038125887,0.020649737,0.043404009,0.026813984,0.009917458,0.038905873,0.006188538
2.9,0.033733763,0.045034306,0.026674955,0.038650521,0.020182114,0.026196558,0.050726601,0.045323538,0.023170082,0.036678047,0.026355653,0.037956014,0.020505671,0.043086998,0.026355653,0.009930899,0.038650521,0.006136942
2.91,0.033680613,0.044701347,0.02647859,0.038397101,0.01985927,0.026054542,0.050449562,0.045075965,0.022911586,0.03640593,0.02590612,0.037780929,0.020321614,0.042770927,0.02590612,0.009944225,0.038397101,0.006086714
2.92,0.033604719,0.044372322,0.026269371,0.038143541,0.019542149,0.02589453,0.050160612,0.044814863,0.022631044,0.036138868,0.025465181,0.037592794,0.020209369,0.04246226,0.025465181,0.009946102,0.038143541,0.006041324
2.93,0.033492423,0.044047609,0.026049831,0.03789003,0.019230776,0.025722664,0.049860216,0.044545392,0.022340073,0.035877076,0.025032567,0.03739286,0.020173032,0.042157736,0.025032567,0.009934324,0.03789003,0.005999308
2.94,0.033347959,0.043727495,0.025821781,0.037643265,0.018925095,0.025542232,0.049548962,0.044274586,0.022033383,0.035620684,0.02461139,0.037186901,0.020114984,0.041859639,0.02461139,0.009920754,0.037643265,0.005960752
2.95,0.033186357,0.043412181,0.025586287,0.037397209,0.018624989,0.025346258,0.049234494,0.043993307,0.021714453,0.035371314,0.024197928,0.036979116,0.020036909,0.041566999,0.024197928,0.009908323,0.037397209,0.005926135
2.96,0.032996601,0.043101797,0.025344007,0.037151362,0.018330296,0.025140905,0.04891001,0.043702613,0.021389845,0.03513103,0.023791618,0.036762723,0.019940517,0.041280603,0.023791618,0.009893024,0.037151362,0.005893851
2.97,0.032781659,0.042797061,0.025095614,0.036907161,0.018040823,0.024928646,0.048576099,0.043408174,0.021054968,0.034895963,0.023392178,0.036538783,0.019827631,0.040999052,0.023392178,0.009875252,0.036907161,0.005864155
2.98,0.032555889,0.042502032,0.02484279,0.0366686,0.017756357,0.024703197,0.048233378,0.043113941,0.020718143,0.034666029,0.022999359,0.036309927,0.019700041,0.040724564,0.022999359,0.00985532,0.0366686,0.005840205
2.99,0.032311692,0.042211812,0.024588104,0.036430315,0.017476982,0.024469234,0.047882486,0.042812656,0.020377117,0.034441109,0.02261295,0.036084809,0.019559404,0.040452518,0.02261295,0.009832592,0.036430315,0.005818339
3,0.032050173,0.041926354,0.024330466,0.036192395,0.017204067,0.024231179,0.047524079,0.04250513,0.020035153,0.034221056,0.022232781,0.03585441,0.019407372,0.040189416,0.022232781,0.009806649,0.036192395,0.005798116
3.01,0.031776639,0.041645588,0.024071112,0.035957948,0.016935367,0.02398194,0.047158831,0.042192987,0.019694456,0.034005697,0.021858721,0.035619378,0.019245787,0.039925562,0.021858721,0.009777941,0.035957948,0.005781017
3.02,0.031499077,0.04136943,0.023811802,0.035727165,0.016670693,0.023723794,0.04678742,0.041886396,0.019356152,0.033799258,0.021490677,0.035380248,0.019076944,0.039672256,0.021490677,0.009746953,0.035727165,0.005768698
3.03,0.031211034,0.04109779,0.023556223,0.035496881,0.01640988,0.023464821,0.04641053,0.041575256,0.019021535,0.033597218,0.021128588,0.035144333,0.018902538,0.039418227,0.021128588,0.009712929,0.035496881,0.005756359
3.04,0.030914705,0.040830573,0.023304011,0.03526722,0.016152789,0.023196202,0.046028845,0.041260144,0.018693909,0.03341876,0.020772424,0.034908268,0.018723723,0.039170076,0.020772424,0.009675835,0.03526722,0.005746481
3.05,0.030612119,0.040567687,0.023059476,0.035042742,0.015899307,0.022918445,0.045643043,0.040941578,0.018374149,0.033403654,0.020422176,0.034668831,0.018541846,0.038924398,0.020422176,0.009635718,0.035042742,0.005732347
3.06,0.030313462,0.040309044,0.022826936,0.034820402,0.015649357,0.022640953,0.045253794,0.040623636,0.01806349,0.033388488,0.02007786,0.034426181,0.01835777,0.038680069,0.02007786,0.009593371,0.034820402,0.005720351
3.07,0.030012049,0.040054557,0.022605678,0.034598924,0.015402891,0.022355981,0.044861756,0.040309447,0.017761394,0.03336977,0.019739738,0.034180408,0.018171888,0.038441222,0.019739738,0.00954841,0.034598924,0.005713823
3.08,0.029708912,0.039807339,0.022390676,0.034379171,0.015159896,0.0220628,0.044467575,0.039992692,0.017467925,0.033344319,0.019408743,0.03394108,0.017984978,0.038199588,0.019408743,0.009501084,0.034379171,0.005711688
3.09,0.029405419,0.039565285,0.02217891,0.034165261,0.014920394,0.021803525,0.044071875,0.039673657,0.017230079,0.033318102,0.01908369,0.033698505,0.017799421,0.037966059,0.01908369,0.009447132,0.034165261,0.005701431
3.1,0.029102778,0.039327037,0.021974167,0.033952456,0.014684431,0.021635298,0.04367733,0.039352571,0.017095648,0.033289291,0.01876467,0.033452587,0.017612657,0.037729226,0.01876467,0.009383098,0.033952456,0.005663788
3.11,0.028806133,0.039092503,0.021770452,0.033740866,0.014452085,0.021469289,0.043284726,0.039031262,0.016958305,0.033254016,0.018451787,0.033203264,0.017428827,0.037496301,0.018451787,0.009319587,0.033740866,0.005627432
3.12,0.028514544,0.03886158,0.021573286,0.033534538,0.014223453,0.021299314,0.04289212,0.038715553,0.016818843,0.033214777,0.018145146,0.032952664,0.017244945,0.037263081,0.018145146,0.009255938,0.033534538,0.005594526
3.13,0.028226132,0.038634155,0.021379088,0.033330764,0.01399865,0.021125398,0.042500059,0.038397913,0.016678029,0.033176445,0.017844856,0.032705324,0.017065176,0.037029539,0.017844856,0.009191752,0.033330764,0.005563926
3.14,0.027941555,0.038410101,0.021187069,0.033128335,0.013777804,0.020953137,0.042109071,0.038078391,0.016539553,0.033131946,0.017551011,0.032454144,0.01688593,0.03679893,0.017551011,0.009127189,0.033131946,0.005534359
3.15,0.02766135,0.038189279,0.021002495,0.032931342,0.013561048,0.020778298,0.041719665,0.037756999,0.016400783,0.033081428,0.017263692,0.032199038,0.016711767,0.036563905,0.017263692,0.009062178,0.033081428,0.00550644
3.16,0.027385944,0.037971538,0.02082099,0.032736667,0.013348518,0.020599392,0.041332336,0.037433731,0.016262294,0.033030632,0.016982956,0.031939924,0.016539481,0.036335062,0.016982956,0.008997169,0.033030632,0.005481608
3.17,0.027115669,0.037756718,0.020642093,0.03254514,0.013140343,0.020419555,0.040947565,0.037113216,0.0161246,0.032977612,0.016708831,0.031681283,0.016370271,0.036101471,0.016708831,0.008932162,0.032977612,0.005458306
3.18,0.026853454,0.037547095,0.020466471,0.032358024,0.012936649,0.020239235,0.040565821,0.036794187,0.015988162,0.03291887,0.016441315,0.031422576,0.016205623,0.035870462,0.016441315,0.008867356,0.03291887,0.005437155
3.19,0.026598592,0.037341684,0.020297744,0.032174092,0.012737544,0.020054681,0.040187566,0.036472991,0.015853388,0.032854538,0.016180374,0.031159539,0.016042928,0.035637612,0.016180374,0.008802938,0.032854538,0.005418494
3.2,0.026349155,0.037138637,0.020131419,0.031994235,0.012543127,0.019867593,0.039813247,0.036149604,0.015720634,0.032791035,0.015925944,0.030892141,0.015884097,0.03540468,0.015925944,0.008738731,0.032791035,0.005401812
3.21,0.026105216,0.036937788,0.019967384,0.031819209,0.01235353,0.019681104,0.039443302,0.035824004,0.015590228,0.032724675,0.015677936,0.030620361,0.015728959,0.035171918,0.015728959,0.00867484,0.032724675,0.005386084
3.22,0.025866799,0.036738971,0.019805484,0.031647943,0.012168715,0.019490203,0.039078153,0.035496175,0.01546417,0.032652928,0.015436233,0.03035185,0.015575632,0.034937354,0.015575632,0.008611389,0.032652928,0.005372433
3.23,0.025633885,0.036542026,0.019647482,0.031480703,0.011988707,0.019296786,0.038718206,0.03516995,0.015340803,0.032575881,0.015200706,0.030079492,0.015425744,0.034704033,0.015425744,0.008548482,0.032575881,0.005361103
3.24,0.025406422,0.036346801,0.019493547,0.031318801,0.011813656,0.019103427,0.038363841,0.034844944,0.015220334,0.032498977,0.015019202,0.029802583,0.015278916,0.034467682,0.015278916,0.008482118,0.032498977,0.005351024
3.25,0.025184323,0.036153146,0.019340984,0.031160577,0.011643506,0.018905485,0.038015414,0.034517523,0.015102939,0.032420105,0.014892937,0.029521114,0.015133376,0.034233125,0.015133376,0.008412386,0.032420105,0.005343711
3.26,0.024967471,0.035960919,0.019189548,0.031005099,0.011478246,0.018707147,0.037673246,0.03418771,0.014988768,0.032336004,0.014767476,0.02923905,0.014990437,0.033994178,0.014990437,0.008343892,0.032336004,0.005337005
3.27,0.02475598,0.035772618,0.019038981,0.030853946,0.011317843,0.01850624,0.03733763,0.033855535,0.014877945,0.032246712,0.014642767,0.028956383,0.014849965,0.033757638,0.014877945,0.008276738,0.032246712,0.005332553
3.28,0.024552451,0.035586855,0.018889015,0.030704881,0.01116225,0.01830312,0.037008818,0.033521043,0.014770579,0.032156057,0.01452118,0.028668949,0.01471017,0.033514972,0.014770579,0.008211176,0.032156057,0.005329678
3.29,0.024353549,0.035402079,0.018743157,0.030558554,0.011011401,0.018098896,0.036687029,0.033184497,0.014666759,0.032064818,0.014400358,0.028376698,0.014572077,0.033275603,0.014666759,0.008147054,0.032064818,0.005328735
3.3,0.024159059,0.035218154,0.018597477,0.030413795,0.010865212,0.017892896,0.036372447,0.032852135,0.01456656,0.03196832,0.014280007,0.02808184,0.014436025,0.033029357,0.01456656,0.00808444,0.03196832,0.005329238
3.31,0.023968738,0.035034943,0.018451507,0.030271707,0.010723586,0.017685009,0.036065218,0.032517491,0.014470047,0.031866548,0.01416007,0.027787488,0.014300158,0.032785243,0.014470047,0.008023519,0.031866548,0.005331265
3.32,0.023782322,0.034852306,0.018304981,0.030129217,0.010586408,0.017477641,0.03576546,0.032180666,0.014377279,0.031761823,0.014040491,0.027487952,0.01416512,0.032534651,0.014377279,0.007964262,0.031761823,0.005333702
3.33,0.02359952,0.034670101,0.01815764,0.029990406,0.010453548,0.017268977,0.035473259,0.031841775,0.014288305,0.031657621,0.013921223,0.027183121,0.014032051,0.032285567,0.014288305,0.007906593,0.031657621,0.005338112
3.34,0.023420023,0.034488181,0.018009228,0.029851373,0.010324864,0.017059846,0.035188671,0.031500941,0.014203173,0.031547928,0.013802224,0.026875436,0.013898884,0.03203089,0.014203173,0.007850689,0.031500941,0.0053431
3.35,0.023243499,0.034310089,0.017862698,0.029711764,0.0102002,0.016991904,0.034911726,0.031158298,0.014121929,0.031432677,0.013684281,0.026567129,0.013765828,0.031776516,0.014121929,0.007796444,0.031158298,0.005304232
3.36,0.023069605,0.034132329,0.017715064,0.029575754,0.010100022,0.01695638,0.034642424,0.03081416,0.014044619,0.031313098,0.013567865,0.026252988,0.013634936,0.031520515,0.014044619,0.007740607,0.03081416,0.005256491
3.37,0.02289798,0.033954375,0.017565581,0.02943884,0.01005244,0.016918283,0.034380738,0.030474016,0.013971289,0.03119458,0.013451572,0.025932858,0.013503841,0.031450892,0.013971289,0.007679294,0.030474016,0.005226589
3.38,0.022728254,0.033776077,0.017414033,0.029300975,0.010006343,0.016876719,0.034126611,0.030132306,0.013901986,0.031070172,0.013335395,0.025611305,0.013372559,0.031468709,0.013901986,0.007620028,0.030132306,0.00520685
3.39,0.022562431,0.03359729,0.017260217,0.029165827,0.009961563,0.016844272,0.033879955,0.02978917,0.01383676,0.030939784,0.013219332,0.025285976,0.013243286,0.031488004,0.01383676,0.00756282,0.02978917,0.005187051
3.4,0.022398241,0.033417874,0.017103944,0.029030352,0.009917958,0.016877098,0.03364065,0.029444748,0.013775662,0.030804075,0.013103382,0.024954068,0.013113993,0.031505825,0.013775662,0.007507632,0.029444748,0.005149929
3.41,0.022234777,0.033238579,0.016946327,0.028893771,0.009875408,0.016910216,0.033408543,0.029099177,0.013718744,0.030669411,0.012987545,0.024918584,0.012984488,0.031523829,0.013718744,0.007454375,0.029099177,0.005090491
3.42,0.022071655,0.033061605,0.016788059,0.028758314,0.009833815,0.016943496,0.033183446,0.028752595,0.013666058,0.030528433,0.012871818,0.024896666,0.012856201,0.031541229,0.013666058,0.007402857,0.028758314,0.005031934
3.43,0.021908488,0.032883611,0.016626788,0.028623814,0.009793107,0.016976797,0.032965141,0.028405141,0.013617655,0.030381078,0.012756193,0.024870393,0.01272846,0.031556392,0.013617655,0.007353089,0.028623814,0.0049752
3.44,0.021744893,0.032704505,0.016462392,0.028488114,0.009753234,0.017011024,0.032753379,0.0280584,0.013573581,0.030228045,0.012641949,0.024841123,0.012600419,0.031572788,0.013573581,0.007304957,0.028488114,0.004920363
