Time(s),AE02-EQ1-psaNorthSouth(g),AE02-EQ1-psaEastWest(g),AU11-EQ5-psaNorthSouth(g),AU11-EQ5-psaEastWest(g),CE23-EQ12-psaNorthSouth(g),CE23-EQ12-psaEastWest(g),CE32-EQ13-psaNorthSouth(g),CE32-EQ13-psaEastWest(g),CP28-EQ20-psaNorthSouth(g),CP28-EQ20-psaEastWest(g),DM12-EQ23-psaNorthSouth(g),DM12-EQ23-psaEastWest(g),NZ20-EQ43-psaNorthSouth(g),NZ20-EQ43-psaEastWest(g),NZ31-EQ44-psaNorthSouth(g),NZ31-EQ44-psaEastWest(g),PD42-EQ46-psaNorthSouth(g),PD42-EQ46-psaEastWest(g),TH35-EQ52-psaNorthSouth(g),TH35-EQ52-psaEastWest(g),XO36-EQ60-psaNorthSouth(g),XO36-EQ60-psaEastWest(g)
4.900,0.130925488,0.103558524,0.041030089,0.076499153,0.066815612,0.100591549,0.060066915,0.068800348,0.006405019,0.010017549,0.01496438,0.038718968,0.090170754,0.057827594,0.080053848,0.114173979,0.036045594,0.07853583,0.099745776,0.110012497,0.047457635,0.169336045
4.910,0.129605531,0.103061571,0.040077838,0.075728113,0.066681052,0.099790288,0.05917734,0.068382759,0.00639185,0.009980911,0.014898506,0.038323992,0.089094862,0.057192987,0.079571504,0.115216355,0.035842964,0.077637359,0.099831492,0.109901461,0.047378654,0.168348206
4.920,0.128235203,0.102555574,0.039158355,0.074963941,0.066523957,0.098982423,0.058273773,0.067964432,0.00637789,0.00994395,0.0148422,0.037933287,0.088735637,0.056559755,0.079067629,0.116273855,0.03564009,0.076739706,0.099907524,0.109776696,0.047285882,0.167369246
4.930,0.126818149,0.102041368,0.0383494,0.074204714,0.066341255,0.098168262,0.057357889,0.06754529,0.006363042,0.009906669,0.014794799,0.03754495,0.08840737,0.055921162,0.078537156,0.117342231,0.035436691,0.075842859,0.099970698,0.109636696,0.047178919,0.166518338
4.940,0.12535803,0.101525233,0.037990862,0.073450121,0.066132018,0.097348058,0.056432505,0.067125193,0.006347481,0.009869071,0.01475562,0.037159051,0.088077339,0.055284709,0.077974791,0.118417566,0.03523234,0.074949167,0.10001737,0.109476962,0.047062742,0.165878909
4.950,0.123858453,0.100999383,0.037826538,0.072701246,0.065892474,0.09652355,0.05550038,0.066703937,0.006331626,0.009831156,0.014723968,0.036775658,0.087746758,0.054717441,0.077376021,0.119498998,0.035026503,0.074058621,0.100053739,0.109308157,0.046931947,0.165232946
4.960,0.122322946,0.100469649,0.03765869,0.071956531,0.065619809,0.09569668,0.054566752,0.066281307,0.006314965,0.009792926,0.014699137,0.036394835,0.087416126,0.054417849,0.076736864,0.120578058,0.034818568,0.073169306,0.100078607,0.109119045,0.046786157,0.164580275
4.970,0.120754972,0.099934134,0.037487656,0.071215427,0.065312504,0.094864461,0.053632739,0.065857096,0.006297528,0.009754381,0.014680414,0.03601664,0.087086024,0.054113486,0.076175544,0.121649717,0.034607962,0.072281481,0.10008731,0.108917098,0.046625158,0.163920561
4.980,0.11915797,0.099390787,0.037313717,0.070477846,0.064969421,0.094026999,0.052700006,0.065432559,0.00627935,0.00971552,0.014667087,0.03564113,0.086756728,0.053804506,0.075729522,0.122715247,0.034394271,0.071398728,0.100085501,0.108699658,0.046454536,0.16325684
4.990,0.117535358,0.098845985,0.037137425,0.069743734,0.064589787,0.093185455,0.051773535,0.065006985,0.006260945,0.009676345,0.014658444,0.035268591,0.086427074,0.053494434,0.075235032,0.12376517,0.034179364,0.07051892,0.100073176,0.10846494,0.046268481,0.162589929
