Time(s),AE02-EQ1-psaNorthSouth(g),AE02-EQ1-psaEastWest(g),AU11-EQ5-psaNorthSouth(g),AU11-EQ5-psaEastWest(g),CE23-EQ12-psaNorthSouth(g),CE23-EQ12-psaEastWest(g),CE32-EQ13-psaNorthSouth(g),CE32-EQ13-psaEastWest(g),CP28-EQ20-psaNorthSouth(g),CP28-EQ20-psaEastWest(g),DM12-EQ23-psaNorthSouth(g),DM12-EQ23-psaEastWest(g),NZ20-EQ43-psaNorthSouth(g),NZ20-EQ43-psaEastWest(g),NZ31-EQ44-psaNorthSouth(g),NZ31-EQ44-psaEastWest(g),PD42-EQ46-psaNorthSouth(g),PD42-EQ46-psaEastWest(g),TH35-EQ52-psaNorthSouth(g),TH35-EQ52-psaEastWest(g),XO36-EQ60-psaNorthSouth(g),XO36-EQ60-psaEastWest(g)
1.930,0.252299258,0.198342476,0.150446283,0.192498946,0.117204922,0.1496568,0.129121067,0.195358102,0.051121662,0.03778878,0.156218405,0.128384842,0.533842854,0.549057839,0.319412682,0.266880132,0.114823834,0.117698065,0.480536672,0.568871714,0.25659843,0.239647421
1.940,0.261269651,0.193875454,0.145635501,0.190841305,0.119011497,0.150586728,0.129890121,0.192193501,0.050843018,0.037278114,0.158150653,0.125126371,0.534131244,0.543525739,0.326115124,0.261847584,0.116200502,0.116395998,0.48408525,0.582626083,0.247904363,0.232454689
1.950,0.270076224,0.189052094,0.141139278,0.189712729,0.120501402,0.151049362,0.132667939,0.18874052,0.050602235,0.036886313,0.159846096,0.12167186,0.533412161,0.53783318,0.33281325,0.256348307,0.117771346,0.115107574,0.48770913,0.595226258,0.238492946,0.231427533
1.960,0.278618018,0.183772647,0.137032734,0.188614053,0.121620384,0.151106437,0.135310351,0.185019596,0.05039401,0.036601213,0.161244092,0.118074245,0.53134787,0.531857543,0.33933464,0.255655384,0.11953135,0.113803108,0.491528769,0.606549113,0.228520499,0.23719735
1.970,0.286762465,0.181950527,0.133441487,0.187425079,0.122318373,0.150716176,0.137785923,0.181050851,0.05022267,0.036390728,0.162288361,0.114410898,0.528209144,0.525737819,0.345578778,0.264410363,0.121471383,0.112500016,0.495738209,0.616462634,0.218068124,0.24244422
1.980,0.294433576,0.182567369,0.130460846,0.186153844,0.122587685,0.149905008,0.140063996,0.176855401,0.050081508,0.036228175,0.162924735,0.113998655,0.523793272,0.519373843,0.351362202,0.272106377,0.123562552,0.111175545,0.500296856,0.624861949,0.207239021,0.247121009
1.990,0.301542348,0.182850253,0.128142196,0.184804024,0.122353613,0.148720194,0.142116051,0.172455916,0.049939294,0.036093085,0.163100077,0.114058636,0.518277044,0.512742181,0.356558118,0.278723236,0.1257561,0.111613415,0.50537962,0.631965626,0.202700917,0.251214995
2.000,0.307952928,0.182732575,0.126489188,0.183409746,0.121591118,0.147136753,0.143916981,0.167877451,0.049784638,0.035970067,0.162762775,0.114968304,0.514719256,0.505976096,0.360995035,0.289846846,0.127984419,0.114489466,0.511046738,0.643092338,0.201988002,0.254675994
2.010,0.313609082,0.182271829,0.125458076,0.181940532,0.12238753,0.145218124,0.145446263,0.163148248,0.049628649,0.035829461,0.161864615,0.117043639,0.511101825,0.498945943,0.364655741,0.305022701,0.130175433,0.117726886,0.517288003,0.65260122,0.200435219,0.257428369
2.020,0.318409849,0.181420345,0.124975315,0.180383417,0.125805297,0.142958751,0.146688833,0.158300043,0.049423088,0.035678653,0.160373281,0.118974026,0.506564067,0.491618247,0.367416065,0.32030252,0.132266284,0.121214344,0.52431475,0.660365987,0.198121896,0.259469337
2.030,0.322240306,0.186181723,0.124924638,0.17873219,0.129065437,0.140417447,0.147635225,0.153371681,0.049169895,0.035490168,0.158281752,0.120781616,0.501127594,0.484113231,0.369214476,0.335099624,0.134140708,0.124811469,0.531989267,0.666384072,0.194982956,0.260719521
2.040,0.325136354,0.191030018,0.125157094,0.176986004,0.132161381,0.13758965,0.148281488,0.148429199,0.048860428,0.03527877,0.155536229,0.122495874,0.494818084,0.47632103,0.370020485,0.348901326,0.135761733,0.128377822,0.540357525,0.670673271,0.192156616,0.261129195
2.050,0.326959336,0.195517057,0.125517274,0.175172107,0.135022972,0.134562384,0.148629123,0.143488153,0.048464129,0.035029905,0.158935641,0.124108763,0.48766107,0.468223333,0.370231413,0.361389632,0.137053893,0.131804593,0.549466338,0.673268162,0.192389225,0.260738593
2.060,0.327720518,0.199555849,0.12590496,0.173251787,0.137628842,0.131325575,0.148684837,0.138588244,0.048006083,0.0347528,0.163164159,0.125671684,0.479806024,0.459883945,0.370496143,0.372285727,0.13797441,0.135001079,0.559159951,0.674254543,0.192263955,0.259495698
2.070,0.327457283,0.203087557,0.126157646,0.171226705,0.139962601,0.127920066,0.148459268,0.133793322,0.047441322,0.034448578,0.166661483,0.127166863,0.471254027,0.451388094,0.369780971,0.381382353,0.13850338,0.13786752,0.569366751,0.673653403,0.191774006,0.257412854
2.080,0.326113048,0.206068798,0.126209027,0.169102407,0.141970946,0.128307376,0.147966062,0.129161244,0.046811413,0.034113089,0.169307861,0.128616668,0.461979215,0.442666595,0.368952904,0.388586226,0.138638694,0.140346636,0.579987779,0.671511409,0.190935219,0.254520408
2.090,0.323770749,0.208426956,0.125940134,0.166921481,0.143631853,0.130672954,0.147220963,0.124696055,0.046075759,0.033761559,0.171088346,0.130039487,0.452195433,0.434935607,0.37015026,0.393879054,0.138972963,0.142402106,0.590898428,0.667905222,0.189819297,0.25086159
2.100,0.320521302,0.21013321,0.125316564,0.164674187,0.1449286,0.132654651,0.14624109,0.120905786,0.045275924,0.03337746,0.172036878,0.131420473,0.441799929,0.428307931,0.37039019,0.397310818,0.141218138,0.14402001,0.601951854,0.66291827,0.188378879,0.246533741
2.110,0.316378209,0.211225943,0.124325174,0.162366526,0.145875582,0.134273686,0.145044238,0.117582504,0.044392968,0.032979398,0.172158929,0.132790681,0.430950479,0.421569439,0.369544919,0.398988441,0.143003708,0.145208139,0.612983966,0.65668771,0.186637034,0.241575107
2.120,0.3114367,0.211694582,0.122928229,0.160019994,0.146449052,0.135560082,0.143647989,0.114450208,0.043448883,0.032551242,0.171521882,0.134143362,0.419656524,0.414749837,0.367839941,0.399061481,0.144326549,0.146008728,0.623819227,0.649306634,0.184673405,0.236071142
2.130,0.305853749,0.211551859,0.122635099,0.157698305,0.146660239,0.136540842,0.142069072,0.111495004,0.042886419,0.032106004,0.170217766,0.135477148,0.409915229,0.407888644,0.365137916,0.39770703,0.145200969,0.146452311,0.634277258,0.640863927,0.182493996,0.230142803
2.140,0.299635406,0.210856983,0.123045125,0.15537636,0.146528753,0.137232655,0.14032297,0.108755349,0.042522936,0.031636054,0.168394607,0.136828503,0.40288367,0.401022589,0.36166671,0.395116027,0.145652142,0.146583569,0.644180164,0.631470105,0.180104404,0.228005515
2.150,0.292863312,0.209727821,0.123119265,0.153075781,0.146077348,0.137896308,0.138423589,0.106259391,0.042250579,0.031150549,0.166122049,0.138190927,0.395686646,0.394154067,0.357313176,0.391479696,0.145712718,0.146457127,0.653377714,0.62121919,0.177587431,0.226182936
2.160,0.285687069,0.208194748,0.122853702,0.150867606,0.145331033,0.13950328,0.136383236,0.103979738,0.042186478,0.030649059,0.163584708,0.139577086,0.38835736,0.3872979,0.352267732,0.386978662,0.145431908,0.146126931,0.661871951,0.610232296,0.174961498,0.223938206
2.170,0.278073183,0.206352023,0.122241781,0.148714699,0.144316095,0.140782731,0.134235295,0.101909629,0.041992442,0.03057433,0.162307576,0.141021867,0.380847727,0.380463119,0.346444142,0.381791891,0.144839385,0.14564093,0.669384084,0.598645968,0.172224699,0.221362396
2.180,0.270183158,0.204297056,0.121298267,0.146655651,0.143061694,0.141729089,0.131968594,0.100032929,0.041750975,0.030551096,0.160841797,0.142546786,0.373150775,0.373653129,0.339982684,0.376156565,0.143964957,0.145037423,0.675910067,0.586417558,0.169478756,0.219320336
2.190,0.261987368,0.202123756,0.12004222,0.144708349,0.14159899,0.14234448,0.129588085,0.098352098,0.04151009,0.030519892,0.159306475,0.144166225,0.365269348,0.36686736,0.332832789,0.370102897,0.142842648,0.144348545,0.681403897,0.573753387,0.166689521,0.219753038
2.200,0.253590444,0.199925335,0.118522017,0.142847674,0.139957101,0.142640755,0.127100222,0.096815073,0.041233515,0.030502995,0.157765806,0.145907031,0.357213089,0.360103007,0.325080393,0.363880685,0.141501002,0.143580908,0.685739182,0.560652148,0.163900693,0.219918135
2.210,0.245047717,0.197775191,0.116730794,0.141129266,0.138152995,0.142638248,0.124510741,0.095389124,0.040942487,0.030494256,0.15629906,0.147801975,0.348992599,0.353355015,0.320516337,0.35750189,0.139989876,0.142739473,0.689040894,0.547307404,0.161148359,0.219822712
2.220,0.23638951,0.197293896,0.114693791,0.139493475,0.13733305,0.142361821,0.121840988,0.094043309,0.040652447,0.030506699,0.1549698,0.14987937,0.340617849,0.348166555,0.316486476,0.351159827,0.138298933,0.141819961,0.691152064,0.533714825,0.158404465,0.219484139
2.230,0.227676589,0.199028736,0.112441468,0.137977059,0.136499067,0.141836973,0.119096298,0.092765445,0.040475871,0.030552535,0.153832521,0.152144069,0.332102854,0.343572762,0.312074044,0.344929179,0.136448503,0.140811929,0.692262838,0.520064205,0.155741376,0.220602762
2.240,0.218965484,0.200980583,0.11004458,0.136543372,0.135525745,0.141089526,0.116268989,0.091528449,0.040305203,0.030626578,0.15293227,0.154607157,0.323467604,0.338974975,0.310443718,0.338885989,0.134490733,0.139703273,0.692259041,0.506479407,0.153087299,0.221482283
2.250,0.210311233,0.20319126,0.10750091,0.135184849,0.134458357,0.140164504,0.113366926,0.090294702,0.04005374,0.030739332,0.152271155,0.157275389,0.314734781,0.334363802,0.309265585,0.333121534,0.132404956,0.138489362,0.691312753,0.493030328,0.150528135,0.222233415
2.260,0.201769719,0.205628987,0.104865332,0.13390307,0.133251893,0.139056647,0.110422713,0.089863455,0.039721638,0.030886546,0.151850604,0.160165572,0.305927054,0.329808338,0.307537968,0.327706587,0.130248175,0.137158752,0.689398804,0.479843688,0.147970744,0.222817564
2.270,0.193454327,0.208327066,0.102205516,0.132649116,0.131916688,0.137787338,0.107438294,0.089612373,0.039339949,0.031059546,0.151657229,0.163239696,0.297085443,0.325221753,0.305231704,0.322687535,0.128008715,0.135712533,0.686599757,0.467034934,0.145493466,0.223378287
2.280,0.187839178,0.21120936,0.099540479,0.131444916,0.130439209,0.136408364,0.104411261,0.089425192,0.039134608,0.031260543,0.15166298,0.166486899,0.288233476,0.320587197,0.30241262,0.318083017,0.125742444,0.134160863,0.683543137,0.454705534,0.143004006,0.223908247
2.290,0.185944712,0.214213024,0.096952741,0.130248466,0.12878598,0.134909887,0.101387632,0.089287802,0.038946144,0.031467702,0.15182587,0.169894639,0.27938843,0.315929592,0.299037347,0.313882246,0.123433739,0.132523337,0.680342746,0.442941304,0.140563354,0.224520571
2.300,0.183943585,0.21730572,0.094469978,0.129035838,0.126989019,0.13337226,0.098360186,0.089190068,0.038784961,0.031678146,0.152093152,0.173410309,0.270579653,0.311260408,0.295091373,0.310045477,0.121117435,0.130838586,0.676351848,0.431846111,0.141494862,0.22528369
2.310,0.181844423,0.220387501,0.092129278,0.127824294,0.124993375,0.131797934,0.095354924,0.089125891,0.038635756,0.031874228,0.152394252,0.177016091,0.261838756,0.306525097,0.290601579,0.306507072,0.118801398,0.129158627,0.671606683,0.421496766,0.146135545,0.226247533
2.320,0.179619779,0.223371731,0.090000231,0.126577557,0.124613866,0.13088691,0.092389454,0.089093025,0.038488816,0.03203981,0.152661967,0.180669407,0.253585923,0.301724169,0.285638698,0.303185616,0.116477104,0.127505325,0.666137228,0.41187098,0.15068473,0.227490765
2.330,0.177224847,0.226183815,0.088080019,0.125277777,0.125432407,0.132116184,0.089482909,0.089092675,0.038337053,0.03216556,0.152817987,0.18431794,0.246513884,0.296923731,0.280169185,0.299994015,0.114144586,0.125970562,0.659965867,0.403018937,0.155085168,0.229100459
2.340,0.174647399,0.228754382,0.086382429,0.123916066,0.125734514,0.133274071,0.086638068,0.089128918,0.038173051,0.032242149,0.152786304,0.187928308,0.239443191,0.292069032,0.274230585,0.29681665,0.111813326,0.124574501,0.653107339,0.394968888,0.159238114,0.231088073
2.350,0.171879398,0.231022654,0.084908227,0.122509591,0.125754405,0.134334446,0.083901044,0.089208002,0.038008968,0.032253881,0.152495804,0.191481154,0.232405189,0.287151223,0.267866366,0.293548704,0.109450625,0.12339064,0.645654533,0.38760533,0.16307683,0.233485178
2.360,0.168935174,0.232939466,0.083660023,0.121023809,0.126696038,0.135274552,0.081256728,0.089337552,0.037817647,0.032191492,0.151921886,0.194920418,0.225476218,0.282193996,0.261124737,0.290092696,0.10704157,0.122465946,0.637531916,0.381009904,0.166539888,0.236304638
2.370,0.165783003,0.234469368,0.082601924,0.119451969,0.127139958,0.136101973,0.080611244,0.089526131,0.037592019,0.032047197,0.150999588,0.198215291,0.218605403,0.277229286,0.254073531,0.286363818,0.104570865,0.121827818,0.62873927,0.374979252,0.169576361,0.239572385
2.380,0.162425207,0.235591739,0.081689118,0.117788253,0.127118029,0.13678403,0.080170891,0.089786894,0.037325789,0.031815357,0.14971362,0.201338741,0.211897421,0.272207951,0.24675114,0.282336744,0.102025237,0.121502664,0.619277203,0.369537951,0.172166422,0.243250744
2.390,0.16036728,0.236300892,0.080876475,0.116027496,0.12667878,0.137459431,0.079485852,0.090120905,0.037031875,0.03165317,0.148043463,0.204268281,0.205298461,0.267133109,0.23920164,0.27793921,0.099395708,0.121500929,0.609235541,0.364515436,0.174255148,0.247283568
2.400,0.159632133,0.236605645,0.080143873,0.114170017,0.125868559,0.138992817,0.078577592,0.090533286,0.03669217,0.031443917,0.146009577,0.20698644,0.200982304,0.262056075,0.231479776,0.273114725,0.096679558,0.121821945,0.598591622,0.359845571,0.175819857,0.251651774
2.410,0.158676541,0.236528101,0.079404652,0.11271043,0.124727596,0.140412346,0.077470234,0.09102699,0.036299438,0.031191574,0.144252594,0.209480972,0.197725759,0.256943639,0.223639101,0.267883107,0.093881336,0.122451362,0.587324231,0.355435395,0.1768916,0.256288532
2.420,0.157494478,0.23610152,0.078635463,0.114340757,0.123315231,0.141721664,0.076212521,0.091602445,0.035852027,0.03088976,0.143362868,0.211744803,0.194422457,0.251780275,0.217266944,0.262233668,0.091013255,0.123344674,0.575554682,0.3511314,0.177424903,0.261114852
2.430,0.156543866,0.235367933,0.077771682,0.11595169,0.121705023,0.142926955,0.07480951,0.092257361,0.035371385,0.03054701,0.142151075,0.213793001,0.191053629,0.24657736,0.212484994,0.256140156,0.08809477,0.124453603,0.563294631,0.346900142,0.177462161,0.266076167
2.440,0.156297729,0.234375315,0.076797108,0.1175727,0.119939835,0.144036061,0.073311595,0.09298668,0.034836659,0.030178328,0.140626557,0.215619048,0.187645382,0.241372895,0.207597162,0.249681746,0.085151413,0.125749597,0.550547323,0.342622482,0.177005005,0.271104944
2.450,0.155691769,0.233193893,0.075653585,0.11915241,0.118082483,0.145057751,0.071724338,0.093782676,0.034249505,0.029775582,0.138847392,0.21722185,0.184220612,0.236117798,0.202621632,0.24283207,0.082213239,0.127149004,0.537497168,0.338197014,0.176081621,0.276103894
2.460,0.154677253,0.231866457,0.074334986,0.120693554,0.116200828,0.146001297,0.070274034,0.094635181,0.033618113,0.02936214,0.136988579,0.218608094,0.1807484,0.230812334,0.197594126,0.235630506,0.079337325,0.128619302,0.524056525,0.333559521,0.174749083,0.281020377
2.470,0.153187808,0.230436765,0.072823541,0.122205497,0.11432735,0.146876241,0.06899924,0.095531911,0.032956577,0.028927859,0.136536661,0.219786378,0.177308033,0.225476106,0.192546877,0.228144791,0.076539946,0.130078574,0.510453407,0.32869362,0.173023863,0.285822793
2.480,0.151149014,0.228948947,0.07342143,0.123641668,0.112505169,0.147692099,0.067703077,0.096458887,0.032254427,0.028932005,0.135699311,0.220779592,0.17386208,0.220115882,0.187508307,0.224685183,0.073887349,0.131474595,0.496637081,0.323524959,0.170973619,0.290421641
2.490,0.151294747,0.227441219,0.073946796,0.125043846,0.110766929,0.14845805,0.066407395,0.097411259,0.031517613,0.028971696,0.134499129,0.221591207,0.1704137,0.214699959,0.182502844,0.221233249,0.071400136,0.132754965,0.482737796,0.31800924,0.16865052,0.294770622
2.500,0.152403719,0.225971197,0.074342003,0.126352463,0.109134829,0.149184335,0.065126225,0.098367973,0.030757202,0.02896439,0.132997058,0.222226956,0.167014587,0.210597441,0.177550865,0.217360767,0.069115437,0.133868381,0.468874397,0.312125822,0.166097238,0.298829195
2.510,0.153170772,0.224556215,0.07457536,0.127601776,0.107621202,0.14987745,0.064884726,0.09931056,0.029985231,0.028909081,0.131180197,0.222701383,0.163658267,0.207561662,0.172669,0.213090521,0.067060859,0.134766047,0.455072946,0.305864447,0.163372966,0.302563109
2.520,0.153581594,0.223188652,0.074630077,0.128747172,0.106229419,0.153198125,0.065007865,0.100223136,0.029197321,0.028867888,0.129734473,0.223029551,0.160333965,0.204449969,0.168048751,0.208452155,0.065253951,0.135402906,0.441429173,0.299224269,0.160535372,0.305944536
2.530,0.153615471,0.221873049,0.074928702,0.129818704,0.104958094,0.157070951,0.065169876,0.101091327,0.028400441,0.0290571,0.129883154,0.223226419,0.157052141,0.201280357,0.163669728,0.203481605,0.06497216,0.135738651,0.428030593,0.292253578,0.157638614,0.308951896
2.540,0.153272599,0.220639087,0.075650549,0.130769884,0.103802455,0.161143737,0.065353735,0.101925945,0.027601385,0.029201688,0.129781849,0.224944168,0.153843466,0.198012446,0.159382471,0.198220125,0.06479175,0.135738385,0.414954906,0.284929795,0.154733344,0.311569246
2.550,0.152569299,0.219449319,0.076239204,0.131644095,0.10273727,0.165027034,0.065541061,0.102691165,0.026810589,0.029312612,0.129457703,0.228550713,0.150710632,0.194653517,0.155171709,0.192712974,0.06451489,0.135408442,0.402268803,0.277275295,0.151892446,0.313818665
2.560,0.151514178,0.218275108,0.076702783,0.132386765,0.101743088,0.16869204,0.065718089,0.103376096,0.026033627,0.029373176,0.128944726,0.231915,0.14806106,0.191245331,0.151077787,0.187007742,0.064833998,0.134698315,0.390027269,0.269319122,0.149128481,0.315668471
2.570,0.150126656,0.217094233,0.077044074,0.133041647,0.100798824,0.172162897,0.065866837,0.104000456,0.025271083,0.02939873,0.12824394,0.235059595,0.14572371,0.187742345,0.14755259,0.181152504,0.06544077,0.13363035,0.378273132,0.267268361,0.146507309,0.317114383
2.580,0.148431311,0.215881677,0.077264476,0.133573125,0.099883073,0.175403533,0.065969868,0.104533953,0.0245279,0.029372289,0.127351295,0.237965594,0.143312528,0.184146718,0.144286246,0.177003172,0.065969977,0.132993938,0.367036829,0.269216239,0.144039929,0.318158532
2.590,0.14645678,0.214628981,0.077369483,0.133992805,0.098975158,0.178442541,0.066018523,0.104974557,0.023808336,0.029297251,0.126284931,0.240638586,0.14081002,0.181372457,0.141074311,0.173072786,0.066420236,0.133185669,0.356372922,0.270963827,0.141992018,0.318816075
2.600,0.144234379,0.213283214,0.07752721,0.134313412,0.098056576,0.181255086,0.066004182,0.105342366,0.02311593,0.02917502,0.125026791,0.243083556,0.138231315,0.180901081,0.137900757,0.169062509,0.066786836,0.133312929,0.346297684,0.272553393,0.14193525,0.319139011
2.610,0.141796834,0.211818041,0.078158509,0.134508564,0.097111793,0.183835726,0.065914979,0.105608253,0.02245348,0.028996005,0.123584212,0.245304612,0.135625015,0.180373598,0.134812879,0.16497935,0.067062617,0.133378941,0.336767782,0.273921322,0.141785668,0.319086606
2.620,0.1391773,0.210209284,0.078658812,0.134617517,0.096121964,0.186195773,0.065744826,0.105797268,0.021823045,0.028761854,0.121970225,0.247323861,0.13296737,0.179749827,0.13176846,0.160850425,0.067239108,0.133387005,0.327839918,0.275049216,0.141569297,0.318671448
2.630,0.136408463,0.208435998,0.079031897,0.134619854,0.095075097,0.188338119,0.065490032,0.105901279,0.021225972,0.028477564,0.12019885,0.249131324,0.130284546,0.17901897,0.128769039,0.156697459,0.067307215,0.133340977,0.319449809,0.275966133,0.141288797,0.319185637
2.640,0.133521929,0.20648121,0.07928184,0.134513279,0.093961976,0.190251527,0.065139654,0.105918187,0.02066293,0.028135678,0.118284066,0.250721906,0.127607472,0.178227411,0.125850748,0.152536457,0.067257958,0.133420666,0.311598964,0.276643558,0.140978155,0.321152202
2.650,0.130547681,0.204332293,0.079412904,0.134342799,0.09277943,0.191936614,0.064689016,0.105877641,0.020133969,0.027737766,0.116239904,0.252097158,0.124918828,0.177344659,0.122975421,0.148377768,0.067083194,0.133706979,0.304244105,0.277063651,0.140653527,0.322838267
2.660,0.127513468,0.201981063,0.079429474,0.134075126,0.091519285,0.193393914,0.064138079,0.105756481,0.01963858,0.027286469,0.11408211,0.253258525,0.122268716,0.176361723,0.120143409,0.144226514,0.066775992,0.133953316,0.297361838,0.277225785,0.140306871,0.324233914
2.670,0.124444208,0.199434874,0.079336109,0.133725258,0.09156466,0.194624593,0.063478995,0.105583848,0.019175768,0.0267855,0.111830535,0.254207408,0.120224455,0.175323058,0.117375281,0.140083355,0.066331409,0.134171208,0.290893713,0.277150883,0.139987819,0.325340683
2.680,0.121361635,0.196688822,0.079137619,0.133324118,0.09171769,0.195630822,0.062707314,0.105358727,0.01874413,0.026239221,0.109524604,0.254945647,0.119510183,0.174210979,0.114657453,0.13594553,0.065753781,0.134353494,0.284830779,0.276839999,0.139659653,0.326192589
2.690,0.11828415,0.193743356,0.078839138,0.1328479,0.091929186,0.196416402,0.061820569,0.105077272,0.018341928,0.025724312,0.109742095,0.255496331,0.118831386,0.17301683,0.11198016,0.133141988,0.065035727,0.134511629,0.279084774,0.276277453,0.139363384,0.326748695
2.700,0.115226839,0.190607265,0.078446119,0.132317301,0.092235508,0.196985878,0.060818064,0.104778261,0.01796717,0.025820362,0.111143944,0.255839116,0.118173007,0.17177525,0.109343407,0.132003256,0.064179653,0.134646448,0.273680242,0.275468941,0.139068124,0.327006758
2.710,0.112203067,0.18729319,0.077964328,0.131750202,0.092662903,0.197344237,0.059703775,0.10444039,0.017617678,0.025867629,0.112310328,0.255976851,0.117529735,0.170492385,0.106764285,0.130850755,0.063191843,0.13474669,0.26850698,0.274421398,0.138804139,0.326964383
2.720,0.109230422,0.18381699,0.077399932,0.131129258,0.093228605,0.197496004,0.058769853,0.104074859,0.017291157,0.025876001,0.113220372,0.255913386,0.116896493,0.169153415,0.104229552,0.129674913,0.062527398,0.134824752,0.263600929,0.27315113,0.138535066,0.32661895
2.730,0.106304725,0.180196797,0.076759556,0.130482831,0.093919142,0.197447179,0.058591341,0.103709976,0.016985262,0.025843235,0.113867835,0.255653712,0.116281845,0.167770724,0.101734267,0.12846359,0.062684462,0.134870899,0.258869345,0.27168364,0.138293231,0.325967604
2.740,0.103429081,0.176459696,0.076050293,0.129810204,0.09471982,0.197203658,0.058960312,0.103328348,0.016697651,0.025762524,0.114235981,0.255204037,0.115672844,0.166393863,0.099279345,0.12720288,0.062784144,0.134883364,0.254328283,0.270003237,0.138029062,0.325007339
2.750,0.100612958,0.172621445,0.075279686,0.129102052,0.095611218,0.196761902,0.059246045,0.102937391,0.016426037,0.025635869,0.11432226,0.254571746,0.115060449,0.164990357,0.096865951,0.125878021,0.06280728,0.134872694,0.249925573,0.268120399,0.137783598,0.323735861
2.760,0.097859169,0.168696872,0.074455713,0.128396668,0.096563073,0.196127743,0.059444829,0.102565915,0.016168235,0.02548173,0.114126766,0.253774,0.114451325,0.163570897,0.094503511,0.124484971,0.062770167,0.134834321,0.245655633,0.266046259,0.137500469,0.322154944
2.770,0.096044207,0.164706325,0.073586687,0.127668891,0.097537822,0.195309911,0.05955384,0.102194761,0.015922196,0.025285247,0.113650754,0.252824963,0.113840224,0.16214738,0.092189571,0.1230025,0.062657189,0.134766532,0.241499223,0.26379259,0.137538135,0.32025472
2.780,0.094695998,0.160669656,0.07268115,0.126929581,0.098503234,0.194318932,0.059570515,0.101828406,0.015686037,0.025049213,0.112896151,0.251721646,0.113212895,0.160760968,0.08992876,0.12141451,0.062485594,0.134671017,0.237434861,0.26139824,0.139120092,0.318036646
2.790,0.093415712,0.156605795,0.071758768,0.126198364,0.09942941,0.193166156,0.059488369,0.101483833,0.015458066,0.0247786,0.111866038,0.250474395,0.112586218,0.159385963,0.08868364,0.119709922,0.062252757,0.134549608,0.233469693,0.258856392,0.140865923,0.315507503
2.800,0.092235123,0.152532524,0.070821325,0.125454126,0.100290537,0.191863141,0.059672275,0.101157474,0.015236797,0.024488472,0.110565405,0.249093384,0.111937982,0.158031131,0.087534971,0.117880497,0.061971534,0.134406991,0.229989385,0.25617309,0.142765872,0.312664495
2.810,0.09115557,0.148466309,0.069874941,0.124717334,0.101071365,0.19042193,0.060660036,0.100843574,0.015020958,0.024167817,0.109009263,0.247588652,0.111276707,0.156704424,0.086474473,0.115932968,0.061652007,0.134253137,0.226685576,0.253362114,0.144807421,0.309513242
2.820,0.090192477,0.144422054,0.068941176,0.123987085,0.101757194,0.188855083,0.061582605,0.100543786,0.01480949,0.023820019,0.107204282,0.245970345,0.110594292,0.155415861,0.085494311,0.113849095,0.061303328,0.134081481,0.223445845,0.25043739,0.146975209,0.306063558
2.830,0.089343255,0.140421897,0.068021519,0.123253379,0.102333706,0.18717499,0.062434226,0.100277282,0.014601548,0.023448436,0.105166902,0.244268708,0.109890245,0.154190938,0.084586358,0.111627848,0.060941709,0.133892227,0.220278414,0.24743495,0.149251142,0.302325668
2.840,0.088595251,0.136474355,0.067126401,0.122533069,0.102794473,0.18539616,0.063202841,0.100025031,0.014396489,0.023065095,0.102919238,0.242472983,0.109161733,0.153010714,0.083742308,0.109271013,0.060575912,0.133687959,0.21719552,0.244354129,0.151614546,0.298307717
2.850,0.087936985,0.132584908,0.066267751,0.121822796,0.103151638,0.183532238,0.063877573,0.099786781,0.014193861,0.022668196,0.100486534,0.240591982,0.108407258,0.151879378,0.082953797,0.106783185,0.060219475,0.133490551,0.214164006,0.241198488,0.154063537,0.294017859
2.860,0.087363748,0.128863093,0.065449485,0.121115248,0.103390392,0.181588612,0.064449345,0.099567365,0.013993383,0.022256136,0.097903894,0.238635213,0.107622752,0.150800112,0.082212521,0.104171612,0.059884818,0.133279458,0.211182278,0.237980975,0.156561264,0.289467747
2.870,0.086847523,0.125652631,0.064678284,0.120412649,0.103513715,0.179575789,0.064920141,0.099372717,0.013794934,0.021831666,0.095200123,0.236611991,0.106811764,0.149775046,0.081510349,0.102026266,0.059574141,0.133058943,0.208285129,0.234714128,0.159091988,0.284709215
2.880,0.086371313,0.122458565,0.063964929,0.119731149,0.103528131,0.177503937,0.065272597,0.099188895,0.013598523,0.021397306,0.094153423,0.234531048,0.105963996,0.148805291,0.080839423,0.102445667,0.059307225,0.132851756,0.205438257,0.231435013,0.161640336,0.279731254
2.890,0.085927894,0.121292001,0.063302808,0.119054887,0.103417651,0.175382162,0.065511714,0.099014511,0.013404278,0.020959454,0.094256181,0.232404584,0.105092813,0.147907686,0.080192258,0.102826247,0.05907526,0.132633687,0.202637738,0.228131352,0.164183323,0.274545933
2.900,0.085500388,0.121291696,0.062706644,0.118384696,0.103197543,0.173230576,0.065627788,0.098860058,0.013212416,0.020521619,0.094183836,0.230248941,0.104565515,0.147067207,0.079565771,0.103162876,0.058887344,0.132419079,0.199896766,0.225967096,0.166693527,0.26917264
2.910,0.08507506,0.121276537,0.062171225,0.11772079,0.102841425,0.171051226,0.065627451,0.098717802,0.013023225,0.020079359,0.095388787,0.228055533,0.104213415,0.14627946,0.078957033,0.103474297,0.058741996,0.132211441,0.197223801,0.224173156,0.169177503,0.263657044
