Time(s),AL01-EQ2-psaNorthSouth(g),AL01-EQ2-psaEastWest(g),BL45-EQ8-psaNorthSouth(g),BL45-EQ8-psaEastWest(g),CI05-EQ15-psaNorthSouth(g),CI05-EQ15-psaEastWest(g),CJ03-EQ16-psaNorthSouth(g),CJ03-EQ16-psaEastWest(g),CJ04-EQ17-psaNorthSouth(g),CJ04-EQ17-psaEastWest(g),CO56-EQ19-psaNorthSouth(g),CO56-EQ19-psaEastWest(g),GA62-EQ29-psaNorthSouth(g),GA62-EQ29-psaEastWest(g),GC38-EQ30-psaNorthSouth(g),GC38-EQ30-psaEastWest(g),LI58-EQ37-psaNorthSouth(g),LI58-EQ37-psaEastWest(g),PE10-EQ47-psaNorthSouth(g),PE10-EQ47-psaEastWest(g),RM48-EQ49-psaNorthSouth(g),RM48-EQ49-psaEastWest(g),SP51-EQ51-psaNorthSouth(g),SP51-EQ51-psaEastWest(g),TL08-EQ53-psaNorthSouth(g),TL08-EQ53-psaEastWest(g),TL55-EQ54-psaNorthSouth(g),TL55-EQ54-psaEastWest(g),VG09-EQ58-psaNorthSouth(g),VG09-EQ58-psaEastWest(g)
3.750,0.031614179,0.057167941,0.039404221,0.078056906,0.034043441,0.043456659,0.037829579,0.042114147,0.037544914,0.041201345,0.03922347,0.054539105,0.035628316,0.054930972,0.0490696,0.042424467,0.032113168,0.053904976,0.03682715,0.048779225,0.035705725,0.071442239,0.031041798,0.058366674,0.024169083,0.057375868,0.024138693,0.039801947,0.031468066,0.065333032
3.760,0.031533421,0.056617643,0.039191446,0.077408812,0.033728928,0.043376158,0.037324505,0.042138206,0.037038187,0.041475564,0.038925871,0.054018596,0.03547242,0.054501646,0.048842036,0.042253991,0.032013171,0.053351301,0.036674867,0.048761848,0.03519016,0.070878814,0.030874469,0.058506712,0.024143179,0.056987463,0.024093512,0.039428171,0.031375913,0.064888649
3.770,0.031450936,0.056064694,0.038961081,0.076755801,0.0333989,0.043290794,0.03679669,0.042385512,0.036507813,0.041711165,0.038608547,0.053495863,0.035311907,0.054067787,0.048595553,0.042084705,0.031912955,0.05280226,0.036509963,0.048727064,0.03465768,0.07031673,0.030696944,0.058573878,0.024120502,0.056595956,0.024047354,0.039052684,0.031289681,0.064437797
3.780,0.031366434,0.055511205,0.038712054,0.076105944,0.03305381,0.043200728,0.03624765,0.042583784,0.035955357,0.041904765,0.038266985,0.052968639,0.035146266,0.053636341,0.048338513,0.041916475,0.031812229,0.052250483,0.036328246,0.048669766,0.034116835,0.06975484,0.030511781,0.058565385,0.024100548,0.056197724,0.023999914,0.038676153,0.031208863,0.063990088
3.790,0.031279646,0.054961677,0.038440421,0.075455667,0.032696242,0.043111224,0.035685525,0.042743211,0.03538952,0.042054451,0.037900458,0.052437277,0.034975034,0.053202701,0.048061981,0.041749164,0.031710725,0.051696304,0.036131928,0.048587044,0.033559561,0.069188708,0.030319669,0.058481776,0.02408282,0.055796015,0.023950909,0.038299469,0.031132952,0.063537004
3.800,0.031190326,0.054410217,0.038151193,0.074801291,0.032327691,0.043017831,0.035105704,0.042855602,0.034804853,0.042165163,0.037509871,0.051909891,0.03479779,0.05276985,0.047765995,0.04158263,0.031608191,0.051143806,0.035921055,0.048488687,0.03299052,0.06861871,0.030116631,0.058331326,0.02406683,0.05539457,0.023900068,0.037921409,0.031061441,0.063078212
3.810,0.031098246,0.05385712,0.037843935,0.074151369,0.031946022,0.042920157,0.034509533,0.042926223,0.034203121,0.042228477,0.037101294,0.051380121,0.034614163,0.052337185,0.047450667,0.041416726,0.031504398,0.050593948,0.035694138,0.048367872,0.032409561,0.068055427,0.029905192,0.058106187,0.024052099,0.054987133,0.023847143,0.037544148,0.030993829,0.062620441
3.820,0.031003206,0.053302667,0.037514796,0.073500764,0.031552194,0.042821011,0.033898992,0.042951563,0.033586353,0.042255161,0.036672919,0.050846948,0.034423832,0.051903671,0.047121756,0.041251308,0.031399135,0.050042362,0.035454929,0.048222608,0.031814001,0.06748874,0.029685938,0.0578072,0.024038162,0.054574014,0.023791904,0.037165365,0.030929619,0.062160584
3.830,0.030905027,0.052748852,0.03716896,0.072846783,0.031183203,0.042720743,0.033278931,0.042933746,0.032960444,0.042232564,0.036223937,0.050310672,0.034230197,0.051472521,0.04677748,0.041086229,0.031292215,0.049489326,0.035198263,0.048064614,0.031211275,0.066918967,0.029454902,0.057439725,0.02402457,0.054163505,0.02373414,0.036788114,0.03086832,0.061695778
3.840,0.030803555,0.052199498,0.036806075,0.072196714,0.031116833,0.042616596,0.032650848,0.042871974,0.032325042,0.042175117,0.035755892,0.049778145,0.034030669,0.051039003,0.046414473,0.040921345,0.031183468,0.048939008,0.034930857,0.047883331,0.03059517,0.066349665,0.029215079,0.057006209,0.024010887,0.053748677,0.023673663,0.036409056,0.030809451,0.061228731
3.850,0.030698663,0.051649346,0.036422737,0.071547332,0.031028029,0.042508721,0.032235285,0.042766934,0.032169734,0.04206822,0.035271921,0.049244726,0.033823766,0.050609708,0.046033096,0.040756516,0.031073231,0.048391386,0.034648067,0.047681277,0.029969574,0.065784198,0.028966138,0.056503045,0.023996698,0.053328861,0.023610304,0.036032355,0.03075254,0.060763982
3.860,0.030590247,0.051098627,0.036024031,0.070895171,0.030915728,0.042400741,0.032216976,0.042619013,0.032166988,0.041927157,0.03477663,0.048708769,0.033609362,0.050177663,0.045636174,0.040591605,0.030961869,0.047842814,0.034350534,0.047465442,0.029336265,0.065216285,0.028704676,0.055932757,0.023981604,0.052907237,0.023543916,0.035653263,0.030697124,0.060295006
3.870,0.030478227,0.050547554,0.035717147,0.070244763,0.030779428,0.042291188,0.032176046,0.042428756,0.032136419,0.041761304,0.034267234,0.048170509,0.033387383,0.049749524,0.045228145,0.040426482,0.030848333,0.047293501,0.034043559,0.047227082,0.029129323,0.064646188,0.028434408,0.055306207,0.02396523,0.052486704,0.023474373,0.0352776,0.030642755,0.059822102
3.880,0.030363773,0.049997312,0.035609651,0.069597795,0.030619175,0.042178274,0.032111116,0.042321515,0.032079981,0.041658408,0.033745692,0.04763426,0.033157803,0.049319664,0.044802964,0.040261589,0.030732536,0.046745648,0.033721842,0.046972719,0.028963614,0.064079342,0.028153761,0.054616155,0.02394722,0.052061822,0.023401571,0.034899542,0.030588994,0.059351844
3.890,0.030246194,0.049452445,0.035499939,0.06894852,0.030439415,0.042062137,0.032019085,0.042190757,0.032001672,0.041529319,0.033214025,0.047099689,0.032920642,0.048892568,0.044361185,0.040098247,0.030614409,0.046202396,0.033389164,0.046702128,0.028782729,0.063514531,0.027860204,0.053865367,0.023927243,0.051632858,0.023325428,0.034524438,0.03053542,0.058880404
3.900,0.030124932,0.048907595,0.035387862,0.068297637,0.030237833,0.041944243,0.031902404,0.042030895,0.031895743,0.041374769,0.032674298,0.046563215,0.032680895,0.048465183,0.043903395,0.039934335,0.030493906,0.04565872,0.033046832,0.046410334,0.028584873,0.062947998,0.027558082,0.053066857,0.02390499,0.051205258,0.023245883,0.034148118,0.030481625,0.058405685
3.910,0.029999999,0.048362924,0.035273299,0.067653943,0.03001523,0.041827252,0.03176491,0.041847691,0.031762554,0.041194194,0.032131077,0.046025023,0.032433694,0.048039412,0.043437764,0.039769751,0.030370997,0.045326227,0.032691921,0.046106918,0.028369223,0.062379947,0.027244858,0.052212484,0.023880648,0.050776762,0.023162895,0.033773407,0.030427221,0.057928726
3.920,0.029871428,0.047818583,0.035156152,0.067008312,0.029773372,0.041707358,0.03160146,0.041636376,0.031610363,0.040989923,0.031584929,0.045486336,0.032179156,0.047614815,0.042957849,0.039604401,0.030245674,0.045188767,0.03233022,0.045785309,0.028139563,0.061816615,0.026918853,0.051476959,0.023854179,0.050344735,0.023076444,0.033399146,0.030371841,0.057456348
3.930,0.029739274,0.047274712,0.035036346,0.066360933,0.029514318,0.041584679,0.031412732,0.041402901,0.031432148,0.040759307,0.031036539,0.044952314,0.03191746,0.047190557,0.042463624,0.039438198,0.030118457,0.045052124,0.031958716,0.045443909,0.027891356,0.061254427,0.026663004,0.051632565,0.023824729,0.049909409,0.022986532,0.033024975,0.030315136,0.056981264
3.940,0.029603611,0.04673698,0.034913999,0.065717064,0.029240941,0.041459325,0.031206439,0.041141985,0.031228467,0.040507422,0.030487957,0.044416863,0.031648816,0.046769076,0.041955769,0.039271064,0.029989994,0.044914761,0.031576992,0.045094069,0.027629358,0.060691032,0.026535602,0.05177023,0.023792089,0.04947724,0.022894149,0.032653024,0.030256782,0.056503713
3.950,0.029464533,0.046199939,0.034790591,0.065075618,0.028958155,0.041332506,0.030977078,0.040860567,0.031004833,0.040228462,0.029941188,0.044172059,0.031373471,0.04634645,0.041438064,0.03910293,0.029859187,0.04477467,0.031191515,0.04472531,0.027351172,0.060126584,0.026429288,0.051888544,0.023756076,0.049043345,0.022799049,0.03227957,0.030196481,0.056026881
3.960,0.029322149,0.045663548,0.034664444,0.064432706,0.028665109,0.041207112,0.030725002,0.040604259,0.030760439,0.039931226,0.029398177,0.044057841,0.031093796,0.045928335,0.04091231,0.038933732,0.029726088,0.044633123,0.030797417,0.04433933,0.027057155,0.059567356,0.026510465,0.051989834,0.023716534,0.048606612,0.022700592,0.031910021,0.030133959,0.055552638
3.970,0.029176585,0.045127909,0.034535566,0.063788491,0.028364284,0.04107926,0.030453945,0.040501374,0.030493327,0.039605872,0.028860789,0.04393999,0.030810434,0.045508983,0.040374754,0.038763418,0.029590766,0.044493283,0.030660478,0.043944836,0.026750875,0.059009018,0.026643149,0.052079215,0.023673337,0.048167241,0.022598844,0.031539218,0.03006897,0.055076372
3.980,0.029027982,0.044593114,0.03440398,0.063151247,0.028058097,0.040949024,0.03016675,0.040394593,0.030204898,0.039557101,0.028330806,0.043823728,0.030521153,0.045092726,0.039826099,0.038591941,0.029453302,0.044350799,0.030550057,0.043532907,0.026762945,0.058449811,0.026871364,0.052149019,0.023626381,0.047731895,0.022493888,0.031170223,0.030001293,0.054598272
3.990,0.028876492,0.044062777,0.03426973,0.062513172,0.027748839,0.040816469,0.029860151,0.040725135,0.029902876,0.040066475,0.027809906,0.043704416,0.030226293,0.044676724,0.039267047,0.038419262,0.029313788,0.044205705,0.030438997,0.043105866,0.026791934,0.057889847,0.027060816,0.0521992,0.023575592,0.047294692,0.022385824,0.030802174,0.029930738,0.054123061
4.000,0.028722279,0.043534866,0.034132875,0.061874029,0.027438625,0.040681647,0.029535465,0.041217416,0.029581607,0.040547254,0.027299661,0.043582233,0.029926211,0.044262108,0.038701988,0.038245352,0.029173469,0.0440616,0.030326592,0.04294372,0.026814731,0.057334904,0.027212878,0.052237466,0.023520919,0.04685522,0.02227476,0.03043349,0.029857647,0.053648887
4.010,0.028565518,0.043007867,0.033993488,0.061235828,0.02712935,0.040547093,0.029197069,0.041686387,0.029242459,0.04099781,0.026906473,0.043461467,0.029621279,0.04384907,0.038362784,0.038070185,0.029031793,0.043916759,0.030212798,0.043134684,0.02683123,0.056781016,0.027324123,0.052258664,0.023462336,0.046413645,0.022160821,0.030068252,0.029782219,0.053173178
4.020,0.02840639,0.042481844,0.033851659,0.060602889,0.026823094,0.040412654,0.028846314,0.042123371,0.028887305,0.041420776,0.02680834,0.04333715,0.02931188,0.043436109,0.038489088,0.037895915,0.028888381,0.043769308,0.030097768,0.043311254,0.026842372,0.056226451,0.027396488,0.052260251,0.023399841,0.045976492,0.022044139,0.029701993,0.029703541,0.052696067
4.030,0.028245085,0.041956855,0.033707487,0.059969089,0.026522237,0.040275982,0.028585295,0.042527466,0.028522651,0.041817433,0.026708246,0.043573874,0.02900105,0.043025507,0.038602377,0.037720753,0.02874336,0.04361926,0.02998166,0.043473813,0.026849461,0.055671285,0.027432084,0.052245999,0.023334974,0.045537597,0.021924859,0.029337071,0.029621524,0.052223572
4.040,0.028081798,0.041434159,0.033561087,0.059334565,0.026226193,0.040137089,0.028578681,0.042906149,0.028268701,0.042181578,0.026606292,0.043807714,0.028687773,0.042614204,0.03870378,0.037544285,0.028596864,0.043471561,0.029864633,0.043627472,0.026850166,0.055120465,0.027428544,0.052218948,0.023266387,0.045096882,0.021803132,0.028973707,0.029536101,0.051750648
4.050,0.027916726,0.040915827,0.033412916,0.058702194,0.025935748,0.039995978,0.028570995,0.043252414,0.028264543,0.042515102,0.026502587,0.044031234,0.028441773,0.042205349,0.0387963,0.037366515,0.028449035,0.043321601,0.029746849,0.043766505,0.026844512,0.054571131,0.027386914,0.052172485,0.023194005,0.0446546,0.021679117,0.028609483,0.029447229,0.051276489
4.060,0.027750072,0.040398527,0.033264288,0.058073951,0.025651392,0.039852644,0.028560108,0.043563986,0.028256973,0.042822512,0.026397243,0.044241722,0.028298705,0.041795697,0.038875287,0.037187458,0.028300969,0.043168993,0.029628469,0.043890831,0.026832552,0.054021209,0.027311436,0.052107095,0.023117901,0.044216789,0.021552979,0.028250366,0.02935489,0.05080217
4.070,0.027582039,0.039882304,0.033113801,0.057445159,0.02537333,0.039707942,0.028546071,0.043849598,0.028247967,0.043095897,0.026290382,0.044437229,0.028153077,0.041387819,0.03894056,0.037007134,0.028152405,0.043120435,0.029509652,0.04400039,0.026814364,0.053470759,0.027201011,0.052032633,0.023038163,0.043777384,0.021424888,0.028168636,0.029259084,0.050332181
4.080,0.027412831,0.039367202,0.032961604,0.056815944,0.025165208,0.039564771,0.028528947,0.044101332,0.028236166,0.043338584,0.026182128,0.044619865,0.028005081,0.040979796,0.038991954,0.036825572,0.028002914,0.043237449,0.029390556,0.044095139,0.026793389,0.05292374,0.027056393,0.051939144,0.022954895,0.043336506,0.021295018,0.028085178,0.029159832,0.04986106
4.090,0.027243093,0.038853266,0.032807852,0.05618868,0.025173419,0.039419274,0.028508803,0.04431809,0.028221104,0.043553679,0.026072608,0.04479206,0.027854915,0.040572131,0.039029321,0.036642808,0.02785265,0.0433401,0.029271333,0.044175058,0.026766487,0.052378781,0.026879235,0.051826821,0.022868214,0.042894877,0.021163546,0.028001847,0.029057178,0.04938889
4.100,0.027073517,0.038342887,0.032652704,0.055565772,0.025177602,0.039271427,0.028485716,0.0445095,0.028202851,0.043733975,0.025961955,0.044949157,0.027702778,0.040165698,0.039052526,0.036458883,0.027701767,0.043428377,0.029152129,0.044245696,0.026733702,0.051833294,0.026674648,0.051703804,0.022778248,0.042457111,0.021030726,0.027917439,0.028951179,0.048918783
4.110,0.026903318,0.037835235,0.032496325,0.054942598,0.025177605,0.039121203,0.028459771,0.04466497,0.028181486,0.043885932,0.025850303,0.045092184,0.027548871,0.039757561,0.039067816,0.036273846,0.02755042,0.043507098,0.029033085,0.04430276,0.026695189,0.051287341,0.026441032,0.051564786,0.022685138,0.042018053,0.020897895,0.027832875,0.028841913,0.048450676
4.120,0.026732695,0.037328755,0.032338884,0.05431928,0.025173299,0.038968573,0.028431581,0.044789077,0.028157094,0.044007589,0.025738156,0.045226108,0.027394829,0.039352665,0.039068853,0.03608775,0.027399776,0.043573891,0.028914332,0.044345078,0.026651117,0.050743731,0.026180241,0.051407563,0.022589122,0.041577813,0.020763951,0.027747457,0.028729474,0.047981592
4.130,0.026561842,0.036823507,0.032180549,0.053696328,0.025164582,0.038813509,0.02840259,0.044884303,0.028131295,0.044094367,0.025626414,0.045344894,0.027239522,0.038945391,0.039055449,0.035900655,0.027249281,0.043626359,0.028796829,0.044372706,0.02660408,0.050202984,0.025895228,0.051237798,0.022491787,0.041137799,0.020629071,0.027661961,0.028615305,0.047511607
4.140,0.026390948,0.03631955,0.032021489,0.053079354,0.025151373,0.03871641,0.028371002,0.044943773,0.028103595,0.044157076,0.02551405,0.045449415,0.027083,0.038539962,0.039027528,0.035712867,0.027098735,0.043666186,0.028680003,0.044385722,0.026552791,0.049661815,0.025589484,0.05105518,0.022391747,0.040700812,0.020493433,0.027575448,0.02849846,0.047045917
4.150,0.026220199,0.035816953,0.031861875,0.05246241,0.025133612,0.038787595,0.028336915,0.044977324,0.028073136,0.04418599,0.025401205,0.045545251,0.026925459,0.038134201,0.03898503,0.035526289,0.026948289,0.043697481,0.028563789,0.044384725,0.026496472,0.049120307,0.025262468,0.05085514,0.022289169,0.040262815,0.020357209,0.02748924,0.028378793,0.046579897
4.160,0.026049773,0.035513181,0.031702586,0.051845625,0.025111258,0.038851844,0.028300427,0.044977807,0.028040018,0.044184591,0.025288016,0.045625977,0.026767092,0.037726911,0.03893005,0.03533887,0.026798086,0.043714555,0.028448283,0.044375812,0.026435328,0.048579905,0.024916326,0.050641091,0.022184226,0.039823917,0.020220569,0.027401527,0.02825645,0.04611307
4.170,0.025879845,0.03547758,0.031543891,0.051229131,0.02508429,0.038903225,0.028261638,0.044946798,0.028004341,0.044156769,0.025174623,0.045692873,0.026608089,0.037322593,0.038865021,0.035150683,0.026648267,0.043717458,0.028333572,0.044352621,0.026369568,0.048043496,0.024556652,0.050417181,0.022077094,0.039386383,0.020083681,0.027314722,0.028131588,0.045647168
4.180,0.025710582,0.035441191,0.031385088,0.050616042,0.025054016,0.038941725,0.028220646,0.044889736,0.027966208,0.044095334,0.025061163,0.045750949,0.026448636,0.036916085,0.038785335,0.034961799,0.026500049,0.043712923,0.028219731,0.0443153,0.026300604,0.047506874,0.024226087,0.050176766,0.022007559,0.038950902,0.019946706,0.027226114,0.028004375,0.045184265
4.190,0.025542142,0.035402892,0.031226331,0.050006117,0.025019972,0.038974059,0.028177549,0.044798642,0.027926271,0.044009985,0.024947767,0.045794016,0.026288914,0.036509913,0.038690997,0.034772292,0.026352539,0.043695145,0.028106827,0.044264015,0.026229462,0.04697015,0.024080476,0.049921173,0.022145945,0.03851471,0.019809802,0.027138274,0.027874984,0.044720683
4.200,0.025374678,0.035361498,0.031067769,0.049599814,0.024981367,0.038993638,0.028132868,0.044683372,0.02788595,0.043894247,0.024834568,0.045824066,0.026129096,0.036104852,0.038582031,0.034582238,0.026205765,0.043663391,0.027994918,0.04419895,0.026154297,0.046433441,0.02392381,0.049658597,0.022276553,0.038077922,0.019673118,0.027048994,0.027743599,0.044256518
4.210,0.025208334,0.035320363,0.030909544,0.049415487,0.024938231,0.039000367,0.028088182,0.044537636,0.027843454,0.043749548,0.024721689,0.045844878,0.025969353,0.035697769,0.038458481,0.034391709,0.026059846,0.043622535,0.027884052,0.04412455,0.026075325,0.045901535,0.023760456,0.049380541,0.02239954,0.037643647,0.0195368,0.026959633,0.027610403,0.043795092
4.220,0.025043244,0.035275544,0.030751793,0.049227586,0.024890604,0.038999872,0.028041646,0.044363099,0.027798882,0.043581601,0.024609252,0.045850859,0.025809846,0.035291806,0.038326767,0.034200776,0.025914893,0.043570608,0.027774268,0.044039475,0.025992763,0.045370139,0.023586269,0.049087425,0.022514667,0.037210516,0.019400987,0.026869373,0.027475586,0.043334932
4.230,0.024879533,0.035228543,0.030594641,0.049038868,0.024838538,0.038987877,0.027993344,0.044165078,0.027752334,0.043382807,0.024497369,0.045844755,0.025651703,0.035142722,0.038180962,0.034009512,0.025771013,0.043504979,0.027665598,0.043941193,0.025906825,0.044838987,0.023502847,0.048787976,0.022619618,0.036777009,0.019265809,0.026778373,0.027339335,0.042874354
4.240,0.024717318,0.035180716,0.03043821,0.04884933,0.024782091,0.03896313,0.027943358,0.043936186,0.027703908,0.0431622,0.024386149,0.045829,0.025494217,0.035298087,0.038020749,0.033817985,0.025629298,0.043429004,0.027558067,0.043829937,0.025820383,0.044308217,0.023447345,0.048475254,0.022713684,0.036343251,0.01913139,0.026686637,0.027203217,0.042413463
4.250,0.024556703,0.035129146,0.03028261,0.048656184,0.024721328,0.038929829,0.027891768,0.043686159,0.027653699,0.042915046,0.024275691,0.045798689,0.02533737,0.035440681,0.037846237,0.03362626,0.02548882,0.043343832,0.02745169,0.043705947,0.025731285,0.043779804,0.023367034,0.048148616,0.022796233,0.036024359,0.018997848,0.026593889,0.027066018,0.041956375
4.260,0.024397784,0.03507538,0.030127945,0.048460731,0.024656322,0.03888667,0.027838647,0.043409183,0.027602814,0.04264138,0.024166087,0.045757031,0.025181299,0.035571627,0.037657554,0.033434403,0.025349649,0.043245323,0.02734648,0.043571465,0.02563938,0.043254712,0.023268533,0.047814477,0.022866719,0.036123262,0.018865289,0.02650008,0.026927896,0.041499664
4.270,0.024240645,0.035020659,0.029974308,0.048265835,0.024587147,0.038830941,0.027784066,0.043106483,0.027551644,0.042348744,0.024057419,0.045705658,0.02506986,0.03569393,0.037459349,0.033242474,0.025211859,0.04313538,0.027242441,0.043429556,0.025544868,0.042730285,0.023148396,0.047470247,0.022925052,0.036211107,0.018733816,0.02640549,0.026789023,0.041042833
4.280,0.024085361,0.034962147,0.029822089,0.04806734,0.024515797,0.038765006,0.027728095,0.042784484,0.027498946,0.042029256,0.023950573,0.045640112,0.025023358,0.035803359,0.037249319,0.033051859,0.025075515,0.043018105,0.027139911,0.043275615,0.025447948,0.042206674,0.023013933,0.047113309,0.022973811,0.03628786,0.018603519,0.026309004,0.026649564,0.040585994
4.290,0.023931995,0.034900765,0.029671921,0.047865845,0.024440936,0.038691322,0.027672497,0.042435893,0.027444807,0.041689946,0.02384504,0.045563485,0.024973998,0.03589989,0.037025521,0.03286185,0.024940675,0.042887957,0.027039049,0.043109917,0.025349637,0.041982426,0.022863011,0.046747689,0.023009425,0.036353502,0.018474484,0.026212495,0.026509676,0.040265344
4.300,0.023780601,0.034838973,0.029522982,0.047665561,0.024362147,0.038605355,0.027616157,0.042068244,0.027389315,0.041329901,0.023740613,0.045477723,0.024921966,0.035983518,0.036788157,0.032671898,0.024808108,0.042745147,0.026939336,0.042932748,0.025251226,0.041822566,0.022718802,0.046375246,0.023031637,0.036410009,0.018346787,0.026113212,0.026369507,0.040379136
4.310,0.02363122,0.034773347,0.029375337,0.047461729,0.024279511,0.038507243,0.027558588,0.041679801,0.027332553,0.040945895,0.023637343,0.045378281,0.024867449,0.036058425,0.036537448,0.032482056,0.024677269,0.042597168,0.026840757,0.04274447,0.02515091,0.041659461,0.022662605,0.045991348,0.023040261,0.036458257,0.018220496,0.026014298,0.026229195,0.040486421
4.320,0.023483887,0.034703885,0.029229041,0.047254941,0.024193108,0.038403811,0.027499849,0.041267794,0.027274601,0.040547799,0.023535269,0.04526745,0.02481156,0.036121982,0.036276232,0.032292375,0.024548033,0.042436879,0.026743297,0.042551734,0.025048865,0.041494452,0.022609026,0.045597458,0.023035248,0.036495444,0.018095671,0.025913035,0.026088867,0.040584692
4.330,0.023338624,0.034634591,0.029084145,0.047049348,0.024103014,0.038288644,0.027439993,0.040842136,0.027215776,0.040128613,0.023434425,0.045148808,0.024754902,0.036172737,0.036005777,0.032102903,0.024420427,0.04226452,0.026646934,0.042348323,0.024945264,0.041329617,0.022557385,0.045200185,0.023020534,0.036521598,0.017972364,0.025810454,0.025948644,0.04067379
4.340,0.023195446,0.034561684,0.028940689,0.046840292,0.024009305,0.03816178,0.027379075,0.040395863,0.027157889,0.039689553,0.023334835,0.045017076,0.024696248,0.036210748,0.03572265,0.031913691,0.02429447,0.042085347,0.026551644,0.042134549,0.024840269,0.041161572,0.02250759,0.044792734,0.022992082,0.036536761,0.017877332,0.025707184,0.025808634,0.040753575
4.350,0.023054359,0.034484904,0.028798712,0.046628877,0.023912056,0.038026884,0.027317142,0.039929619,0.027099001,0.039238795,0.023236515,0.044872988,0.024635768,0.036238512,0.035427159,0.031724784,0.024170174,0.041896659,0.026457397,0.041910735,0.024735882,0.040990353,0.022459544,0.044375604,0.022949933,0.03654594,0.017798337,0.025601172,0.025669249,0.04082392
4.360,0.022915361,0.034406329,0.028658242,0.046418143,0.023812743,0.037883878,0.027254244,0.039452806,0.027039176,0.038769255,0.023139478,0.044723218,0.024573624,0.03625708,0.035119634,0.031536228,0.024047864,0.041696584,0.026364163,0.041677212,0.024631055,0.040818564,0.022413141,0.043955074,0.022894182,0.036544297,0.017718451,0.025495405,0.025531003,0.040884714
4.370,0.022778441,0.034325997,0.028519305,0.046204059,0.023711073,0.037729739,0.027190424,0.038957793,0.026978469,0.038283159,0.023043725,0.044561034,0.024509975,0.03626317,0.03480043,0.03134807,0.023927677,0.041487487,0.026271905,0.041438472,0.024525229,0.04064565,0.022368267,0.043527494,0.022826364,0.036531855,0.017637793,0.025387401,0.025393213,0.040936004
4.380,0.022643583,0.034241769,0.028381918,0.045988502,0.023606048,0.037564708,0.027127671,0.038445824,0.02691693,0.037787798,0.022949256,0.044386706,0.024444971,0.036256903,0.034475496,0.031160354,0.023809132,0.04127235,0.026180586,0.041192522,0.024418541,0.040469629,0.022324804,0.043091516,0.022748114,0.036508698,0.01755648,0.025277549,0.025255957,0.040981548
4.390,0.022510762,0.034153658,0.028246095,0.045772863,0.023497725,0.037394932,0.027064243,0.037925843,0.026854605,0.037529224,0.022856064,0.044205749,0.024378754,0.03623961,0.034139606,0.030973124,0.023692216,0.041046579,0.026090162,0.040937766,0.024311119,0.04029055,0.022282627,0.042649835,0.022656776,0.03647864,0.017474847,0.025167572,0.025119307,0.041017352
4.400,0.02237995,0.034065001,0.028111846,0.045554011,0.023386158,0.037215284,0.026999982,0.037649002,0.026791529,0.037439555,0.022764135,0.044015117,0.024313388,0.036214871,0.033793071,0.030786423,0.023576913,0.040810479,0.026000589,0.040674562,0.024203789,0.040112192,0.022241608,0.042205511,0.022552597,0.036439414,0.01739412,0.025054948,0.024983328,0.041043359
4.410,0.022251111,0.033973273,0.027979172,0.045334611,0.023271398,0.037025441,0.026934917,0.037522265,0.026728232,0.037319454,0.022673456,0.043813096,0.024247175,0.036178185,0.033436327,0.030600294,0.023463201,0.040569386,0.025911818,0.040403271,0.024097553,0.039931525,0.022201613,0.041754046,0.022435853,0.036389761,0.017313,0.024941621,0.024848081,0.041059532
4.420,0.022124204,0.033877688,0.027848072,0.045114364,0.02315349,0.03682641,0.02686907,0.037373779,0.026665867,0.037174046,0.022584005,0.043601532,0.024180092,0.036129723,0.033069829,0.03041478,0.023351051,0.040320084,0.025823796,0.040125455,0.023990867,0.039747897,0.022162508,0.041295924,0.022309882,0.0363298,0.017275363,0.024827105,0.024713624,0.041065848
4.430,0.021999184,0.033778283,0.027719123,0.044891062,0.023032965,0.036623242,0.02680246,0.037197112,0.026602802,0.037005149,0.022495761,0.043384572,0.02411225,0.036069929,0.032694789,0.030230547,0.023241029,0.040061273,0.025737044,0.039844596,0.023883825,0.039561483,0.022124155,0.04083636,0.022173062,0.036262515,0.017347541,0.024710036,0.024580007,0.041062301
4.440,0.021876002,0.033678335,0.027592045,0.044667994,0.02291133,0.036410638,0.026735097,0.036993856,0.02653905,0.036808564,0.022408696,0.043157013,0.024043749,0.036004241,0.032315076,0.030047829,0.023132643,0.039793603,0.025651254,0.039556625,0.023776514,0.039376394,0.022086416,0.040372658,0.022024598,0.036187405,0.017407463,0.024593215,0.02444728,0.041052754
4.450,0.021754605,0.033575407,0.027466495,0.044443496,0.022786645,0.036188898,0.026666988,0.036770842,0.026474612,0.036591463,0.022322784,0.042919162,0.023974681,0.035927301,0.031926892,0.029865809,0.023025708,0.039523029,0.025566045,0.039261919,0.0236693,0.039188464,0.022049152,0.039903496,0.021864854,0.036102362,0.017453765,0.02447437,0.024315489,0.041034005
4.460,0.021634934,0.033468761,0.027342454,0.044216124,0.02265894,0.035958864,0.026598134,0.036521558,0.026409486,0.036351521,0.022238001,0.042674939,0.023905128,0.035839317,0.03153075,0.029684525,0.022920182,0.039243796,0.025481353,0.038960856,0.023563818,0.038997765,0.022012225,0.039429331,0.021694277,0.03600754,0.017486357,0.024353377,0.024184675,0.041005482
