Time(s),AO24-EQ3-psaNorthSouth(g),AO24-EQ3-psaEastWest(g),CH84-EQ14-psaNorthSouth(g),CH84-EQ14-psaEastWest(g),ES57-EQ27-psaNorthSouth(g),ES57-EQ27-psaEastWest(g),IB22-EQ33-psaNorthSouth(g),IB22-EQ33-psaEastWest(g),JC54-EQ35-psaNorthSouth(g),JC54-EQ35-psaEastWest(g),LI33-EQ36-psaNorthSouth(g),LI33-EQ36-psaEastWest(g),LV17-EQ38-psaNorthSouth(g),LV17-EQ38-psaEastWest(g),MI15-EQ40-psaNorthSouth(g),MI15-EQ40-psaEastWest(g),SI53-EQ50-psaNorthSouth(g),SI53-EQ50-psaEastWest(g),UC44-EQ56-psaNorthSouth(g),UC44-EQ56-psaEastWest(g)
3.130,0.021583795,0.042396533,0.031652339,0.070186407,0.014806314,0.029070324,0.041434769,0.058956481,0.035066423,0.060004218,0.068542248,0.101767359,0.031058083,0.037223278,0.067050627,0.049500619,0.042158312,0.053596736,0.029403419,0.037408342
3.140,0.021326053,0.042177617,0.031525231,0.069410357,0.014543335,0.028924495,0.041133282,0.058774903,0.034821463,0.059761048,0.067641108,0.099099615,0.030476339,0.036911326,0.066738499,0.049199168,0.041506762,0.053402686,0.028826455,0.037268543
3.150,0.021072751,0.041958017,0.031399184,0.068639143,0.014288593,0.028780634,0.040829491,0.058596208,0.034584953,0.059518341,0.066720529,0.096424489,0.02989677,0.036609186,0.066411671,0.048897089,0.040873099,0.053208747,0.028823545,0.03713358
3.160,0.02082425,0.041737788,0.031275335,0.067872571,0.014042006,0.028638657,0.040523911,0.058420276,0.03435662,0.059276178,0.065788414,0.093735865,0.02932079,0.036316676,0.066070113,0.048594216,0.040257079,0.053014915,0.028783593,0.037003376
3.170,0.020580861,0.041516977,0.031154701,0.067116621,0.013804204,0.028498474,0.040217025,0.058246974,0.03413619,0.059039976,0.064846866,0.091096506,0.028749662,0.036033597,0.065713941,0.048290357,0.039658417,0.052821182,0.028714494,0.03687891
3.180,0.020342844,0.041295624,0.031038158,0.066367047,0.013574579,0.028580551,0.039909294,0.058076159,0.033923381,0.058805603,0.063887035,0.090207358,0.028184826,0.035759738,0.06534342,0.047985299,0.039076803,0.052627533,0.028607832,0.036760939
3.190,0.020110418,0.041073766,0.030926433,0.06562125,0.013404069,0.028691243,0.039601157,0.057907677,0.033717918,0.058571773,0.062925618,0.089348925,0.027629842,0.035494877,0.064958956,0.047678813,0.038511904,0.052433943,0.028464561,0.036647475
3.200,0.019928619,0.040856201,0.03082009,0.064879031,0.01335014,0.028796691,0.039296398,0.057741362,0.033519524,0.05833849,0.061948692,0.088508874,0.027299426,0.035238788,0.064561089,0.047376854,0.037963375,0.052240379,0.028292922,0.036538441
3.210,0.019793499,0.040638664,0.030719521,0.064140206,0.013295152,0.02889939,0.038992776,0.05757704,0.033327933,0.058105743,0.060962957,0.087686732,0.027010923,0.03499124,0.064150484,0.047075254,0.037431205,0.0520468,0.028085829,0.036435688
3.220,0.019664891,0.040420594,0.030624945,0.063404609,0.013238661,0.029001714,0.038689767,0.057414526,0.033142883,0.057873507,0.059972517,0.086882477,0.026731216,0.034752004,0.063727923,0.046771424,0.036916425,0.051853152,0.02784797,0.036338212
3.230,0.019542484,0.040202007,0.030536402,0.062672097,0.013181007,0.029098914,0.038387762,0.057253623,0.032964121,0.057641738,0.058969651,0.086104982,0.026459817,0.034520855,0.063294285,0.04646514,0.036416787,0.051659375,0.027584984,0.036246172
3.240,0.019425944,0.039982912,0.030453759,0.061942558,0.013122493,0.029193819,0.038087145,0.057095852,0.032791394,0.057410379,0.057967447,0.085343686,0.026196215,0.034297575,0.062851536,0.046156195,0.035931949,0.051465398,0.027292969,0.036160592
3.250,0.019314919,0.039763316,0.030376714,0.061215909,0.01306339,0.029288022,0.037788291,0.056942171,0.032624455,0.057179357,0.057736149,0.084598222,0.025939885,0.034081954,0.062405601,0.045844393,0.035461575,0.051273352,0.026977589,0.036084764
3.260,0.019209928,0.039543222,0.030307701,0.060492101,0.013003942,0.029377065,0.037491569,0.056789448,0.032463048,0.056948585,0.057594861,0.083868591,0.025690294,0.033873794,0.061951465,0.045529558,0.035005331,0.051083988,0.026644291,0.036020345
3.270,0.019110173,0.039322633,0.03024376,0.059772181,0.012944365,0.029462766,0.037197341,0.056637448,0.032306912,0.056717963,0.057441674,0.083163034,0.025446906,0.033672908,0.061490246,0.045211532,0.03456289,0.050894119,0.026290684,0.035963337
3.280,0.019014771,0.039101549,0.030183725,0.059157658,0.012884851,0.029548615,0.036905964,0.056485928,0.032155773,0.056487383,0.05728114,0.082472071,0.025209197,0.033479121,0.061023087,0.045093509,0.034133927,0.050703648,0.025920106,0.035912723
3.290,0.018923318,0.038879973,0.030126777,0.059039127,0.012825575,0.029629072,0.036617789,0.05633464,0.032009341,0.056257746,0.057106113,0.081795488,0.024976657,0.033292267,0.060551141,0.045096692,0.03371812,0.050512474,0.025542372,0.035867809
3.300,0.018835396,0.038659837,0.030072016,0.058906451,0.012767563,0.029704014,0.03633316,0.056183334,0.031867305,0.056032995,0.056916468,0.081133323,0.024748801,0.033112187,0.060075551,0.045088986,0.03331515,0.050320495,0.025154077,0.035828194
3.310,0.018750574,0.038442027,0.030018482,0.05875904,0.012710436,0.029780651,0.036052416,0.05603176,0.031729336,0.055807866,0.056712211,0.080493414,0.024525179,0.032938727,0.059597437,0.045060546,0.032924696,0.050127605,0.024758364,0.035794106
3.320,0.018668412,0.038223648,0.029965179,0.058596369,0.012653887,0.029851528,0.035775886,0.055879676,0.031595086,0.055582247,0.056493479,0.079867169,0.024305381,0.032771736,0.059117885,0.045008681,0.032546432,0.0499337,0.024358474,0.035765449
3.330,0.018588459,0.038004711,0.029911102,0.058417987,0.012598042,0.0299164,0.035503887,0.055726847,0.031464187,0.05535603,0.056262497,0.079254512,0.024089043,0.032611059,0.05863793,0.044938909,0.032180025,0.049738675,0.023960573,0.035741178
3.340,0.018510259,0.037785227,0.029855256,0.058223514,0.012543024,0.029980146,0.035236726,0.055573052,0.031336261,0.055129119,0.056024717,0.078655662,0.023875853,0.03245654,0.058158544,0.044852216,0.031825134,0.049542431,0.02356557,0.035720835
3.350,0.018433349,0.037565212,0.029798001,0.058012642,0.012488951,0.03003994,0.034974693,0.055418086,0.031210918,0.054901428,0.055773434,0.078077742,0.023665553,0.032308014,0.05768063,0.044740359,0.031530052,0.049344871,0.023178572,0.035705549
3.360,0.018365362,0.03734469,0.029740532,0.057785137,0.012435944,0.030093089,0.034718059,0.055266541,0.031087769,0.054672883,0.055509199,0.077513007,0.02345794,0.03216531,0.057205003,0.044609035,0.031280908,0.049145905,0.023057613,0.035692508
3.370,0.018308094,0.037123687,0.029678694,0.057540832,0.012384124,0.030142249,0.034467073,0.055113665,0.030966423,0.054443422,0.05523265,0.076961409,0.023252869,0.032028248,0.056732391,0.044655388,0.031039021,0.048947948,0.022941536,0.035683843
3.380,0.018248113,0.037063322,0.02961171,0.057280734,0.01233362,0.030189067,0.034223232,0.054959118,0.030846503,0.054212997,0.054944508,0.076423542,0.023050245,0.031896641,0.056263421,0.044779563,0.030804583,0.04875105,0.02282969,0.035676029
3.390,0.018185501,0.037280279,0.029538887,0.057011439,0.012284566,0.0302285,0.033985728,0.054802782,0.030727642,0.053981572,0.054646422,0.075905199,0.02285003,0.031770293,0.055798617,0.044894295,0.030577778,0.048552471,0.02272202,0.035672559
3.400,0.018122401,0.037473975,0.029459621,0.056725258,0.012237106,0.030261657,0.033754357,0.054644567,0.030609496,0.053749124,0.0543459,0.075399543,0.022652231,0.031649003,0.055338395,0.044999256,0.030358776,0.048352156,0.022618478,0.035669376
3.410,0.018055509,0.037651602,0.029373399,0.056422257,0.012191389,0.030293365,0.033529261,0.054484408,0.030491741,0.053515638,0.054036111,0.074906457,0.022456898,0.031532561,0.054884124,0.045098948,0.030147729,0.04815006,0.022519016,0.035667515
3.420,0.017984522,0.037804874,0.029281482,0.056102555,0.012147575,0.030316912,0.033310545,0.054322264,0.030374079,0.053285041,0.053717997,0.074427239,0.022264121,0.031420755,0.054437828,0.045191469,0.02994477,0.047946151,0.022423584,0.035667821
3.430,0.017909173,0.0379317,0.02918575,0.055766323,0.012105828,0.030332866,0.033098282,0.054158117,0.030256239,0.053055189,0.053392536,0.073965643,0.022074024,0.031313366,0.053996585,0.045273489,0.029750013,0.047740408,0.022332128,0.035667349
3.440,0.017829236,0.038031158,0.0290821,0.055413776,0.012066322,0.030347284,0.032892506,0.053991973,0.030137975,0.052824245,0.053060733,0.073515965,0.021886757,0.031210173,0.053560392,0.045344757,0.029563545,0.04753282,0.022244587,0.035666649
3.450,0.017744529,0.038102468,0.028970348,0.055172032,0.012029231,0.030352808,0.032693219,0.053823856,0.030019069,0.052592232,0.052723608,0.073077999,0.021702494,0.031110951,0.053129153,0.045406982,0.029385433,0.047323391,0.022160892,0.035667851
3.460,0.017698932,0.038155394,0.028850376,0.054990935,0.011994734,0.030350493,0.032500387,0.053656605,0.029899327,0.052383052,0.052384524,0.072654123,0.021521421,0.031015471,0.052702677,0.045464662,0.029215712,0.047112137,0.022080963,0.035667261
3.470,0.017745282,0.038179897,0.028722127,0.054808397,0.01196301,0.030345621,0.032313944,0.053489688,0.029778578,0.052400423,0.052046881,0.072245456,0.021343738,0.0309235,0.052280692,0.045511036,0.029054395,0.046899084,0.022004708,0.035664537
3.480,0.017782703,0.038174846,0.02858767,0.054627512,0.011934233,0.030331251,0.032133792,0.053320922,0.029656672,0.052411044,0.051706712,0.071847639,0.021169648,0.030834804,0.051862854,0.045545912,0.028901464,0.046688783,0.021932024,0.035661889
3.490,0.017810758,0.03813995,0.028448783,0.054447469,0.011908577,0.030309769,0.031959802,0.053150391,0.02953348,0.052412499,0.051395286,0.071460374,0.020999352,0.030749142,0.05144876,0.045571119,0.028756873,0.046477082,0.021862791,0.035658462
3.500,0.017830099,0.038083108,0.02830168,0.054266236,0.011886207,0.030284033,0.031791822,0.052978184,0.029408891,0.052404892,0.052102672,0.071087371,0.020833046,0.030666272,0.051037953,0.045591565,0.028620545,0.046263659,0.021796879,0.035651977
3.510,0.017842739,0.038000046,0.028146425,0.054083921,0.011867277,0.030248394,0.031629668,0.0528044,0.029282811,0.052388337,0.052736383,0.070726693,0.020670913,0.030585949,0.05062994,0.04560008,0.028492377,0.046352631,0.021734142,0.035642142
3.520,0.017845098,0.037886991,0.027983085,0.053900629,0.011851935,0.030207286,0.031473139,0.052629144,0.029155163,0.052362958,0.05328532,0.070375419,0.020513122,0.030507926,0.050224203,0.04559651,0.028372232,0.046563715,0.021674422,0.035630862
3.530,0.017836985,0.037744076,0.027811724,0.053716461,0.011840312,0.030159722,0.031322007,0.052452523,0.029025887,0.052328884,0.053741898,0.070033131,0.020359821,0.030431955,0.049820203,0.045585218,0.028259947,0.04674995,0.021617544,0.035618321
3.540,0.017818279,0.037581185,0.027637775,0.053703555,0.011832527,0.0301021,0.031176029,0.052274646,0.02889494,0.05228625,0.054101319,0.069705082,0.020211137,0.030357786,0.049417399,0.045566515,0.028155329,0.046910678,0.021563326,0.035601701
3.550,0.01778929,0.037391383,0.027456484,0.053813585,0.011828684,0.030041533,0.031034939,0.05209562,0.028762294,0.052242019,0.054361963,0.06938594,0.020067169,0.030285171,0.049015252,0.045535347,0.028063815,0.047045852,0.021511568,0.035580793
3.560,0.017753901,0.037172582,0.02726721,0.053921978,0.011828869,0.029971881,0.030898462,0.051916686,0.028627942,0.05219048,0.054518587,0.069074323,0.019927994,0.030213864,0.048613236,0.04549158,0.028153215,0.047165856,0.021462064,0.03555541
3.570,0.017707987,0.036926985,0.027069916,0.054028314,0.011833148,0.029894521,0.030766304,0.05174049,0.028491891,0.052130751,0.054579315,0.068770745,0.019793656,0.030143619,0.048210844,0.045444205,0.0282113,0.047259126,0.021414596,0.035530172
3.580,0.017651717,0.036663587,0.02686453,0.054132201,0.011841572,0.029812999,0.030638163,0.051563389,0.028354169,0.052062968,0.054540356,0.068479337,0.019664175,0.030074198,0.047807595,0.045384607,0.02823979,0.047325359,0.021368936,0.035500354
3.590,0.017585338,0.036372599,0.02665555,0.054233263,0.011854167,0.029721674,0.030513726,0.051385471,0.028214818,0.051987264,0.054406922,0.068193857,0.019539542,0.030006242,0.047403041,0.045312048,0.028241535,0.04736876,0.021324851,0.035465646
3.600,0.017509161,0.036054653,0.026439629,0.054331145,0.011870941,0.029626481,0.030392674,0.05120681,0.028073901,0.051903767,0.054187957,0.067913762,0.019419722,0.02993914,0.04699677,0.045232053,0.028209186,0.047392895,0.021282099,0.035425951
3.610,0.017427815,0.035717965,0.026215141,0.054425504,0.01189188,0.029523834,0.030274683,0.051027474,0.027931694,0.051812598,0.053883158,0.067642048,0.019304657,0.029872222,0.04658841,0.045143168,0.028145721,0.047389654,0.021240435,0.035381849
3.620,0.01733755,0.035359639,0.02598188,0.054516013,0.011916948,0.029413377,0.030159428,0.050847516,0.027789245,0.051718042,0.053506145,0.067378011,0.019194265,0.029805276,0.046177631,0.045040974,0.028053625,0.047359036,0.02119961,0.035337072
3.630,0.017238696,0.034976292,0.025739615,0.054602354,0.011946086,0.029299913,0.030046583,0.050666977,0.027645484,0.051619601,0.053058099,0.067117723,0.019088444,0.029738098,0.045766582,0.044928898,0.027926325,0.047312255,0.021159373,0.035287137
3.640,0.017131786,0.034571432,0.025493484,0.054684219,0.011979212,0.0291774,0.029935827,0.050485886,0.027500525,0.051513747,0.052551856,0.067018972,0.018987074,0.029670497,0.045353681,0.044809872,0.027769576,0.047239999,0.021119472,0.035232033
3.650,0.017017392,0.034151392,0.025238435,0.054764722,0.012016224,0.029051067,0.029826843,0.05030426,0.027354491,0.051400569,0.051989462,0.067191851,0.018890017,0.029602297,0.044937591,0.044677218,0.027582295,0.047140733,0.021079656,0.035171768
3.660,0.016898437,0.033708507,0.024973563,0.054840467,0.012056997,0.028918699,0.029719321,0.050122103,0.027207511,0.051280147,0.051386036,0.067319526,0.018797124,0.029533334,0.044518163,0.044533609,0.027393144,0.047021466,0.021039676,0.035106371
3.670,0.016774788,0.033243645,0.024698617,0.054911019,0.012101386,0.028778449,0.029612963,0.049942513,0.027059719,0.051152554,0.050742095,0.067388954,0.018708231,0.029463461,0.044095292,0.04438364,0.027359875,0.046881844,0.02099929,0.035040863
3.680,0.016645405,0.032766686,0.024414637,0.054976083,0.012149224,0.028636916,0.029507482,0.049763877,0.026911256,0.051017853,0.050066961,0.067407215,0.018623163,0.029392547,0.043668921,0.044219772,0.027330085,0.046715958,0.020958257,0.03497043
3.690,0.016510943,0.032270543,0.024326907,0.055035372,0.012200328,0.02848737,0.029402604,0.049584623,0.02676226,0.050879999,0.049441954,0.067367373,0.018541733,0.029320478,0.043239034,0.044045196,0.027303248,0.046527958,0.020916347,0.03489502
3.700,0.016372058,0.031754813,0.02427988,0.055088596,0.012254497,0.028333375,0.029298072,0.049404716,0.026612873,0.050738841,0.049160393,0.067269095,0.018463749,0.02924716,0.042805658,0.04386359,0.027278477,0.046323497,0.020873336,0.034814728
3.710,0.0162294,0.031224911,0.02423363,0.055135473,0.012311514,0.028175816,0.02919508,0.049224116,0.026463234,0.05059065,0.048856508,0.067115776,0.018389004,0.029172512,0.042368858,0.043667877,0.027255383,0.046093799,0.020829012,0.034729664
3.720,0.016085377,0.030682057,0.024187441,0.05517572,0.012371148,0.028010948,0.029092281,0.049042779,0.026313485,0.050435455,0.048532448,0.066897303,0.018317287,0.029096476,0.041928739,0.043462937,0.027233588,0.045841451,0.020783174,0.03464248
3.730,0.015940266,0.030122108,0.024140994,0.055209057,0.012433157,0.027844846,0.028989179,0.048860652,0.026163761,0.050273281,0.04819255,0.066626545,0.018248375,0.029019004,0.041485858,0.043249154,0.027212726,0.045575291,0.020735631,0.034553234
3.740,0.015793098,0.029546041,0.024093977,0.055235209,0.01249729,0.027673139,0.028885586,0.04867768,0.026014198,0.050104145,0.047842091,0.066291861,0.01818204,0.028940069,0.041420984,0.043021138,0.027192443,0.045285119,0.02068621,0.034459561
3.750,0.015644438,0.029374225,0.024046084,0.055253901,0.012563285,0.027496233,0.028781331,0.048493802,0.025864931,0.049928059,0.047482343,0.065895979,0.018118045,0.028861491,0.04135491,0.042786468,0.027172401,0.044973232,0.02063475,0.034361608
3.760,0.015494821,0.029435962,0.023997017,0.055264864,0.012630878,0.027318405,0.028676262,0.048308957,0.025716091,0.049750225,0.047114489,0.065445185,0.018056146,0.028781497,0.041287278,0.04254018,0.02715228,0.044648928,0.020581105,0.03425953
3.770,0.01534474,0.029462265,0.023946489,0.055267833,0.012699797,0.027134376,0.028570247,0.048123349,0.025567808,0.049567671,0.046739927,0.064930618,0.017996095,0.028700031,0.041217745,0.042280534,0.027131776,0.044301983,0.020525149,0.034153488
3.780,0.015194651,0.029453239,0.023894224,0.055262548,0.012769771,0.02694853,0.028463175,0.04794093,0.025420209,0.0493781,0.04635944,0.064359393,0.01793764,0.02861711,0.04114599,0.042015927,0.027110604,0.043935551,0.020466768,0.034047099
3.790,0.015101513,0.029409042,0.02383996,0.055248752,0.012840528,0.026759429,0.028354953,0.047757302,0.025273418,0.049181508,0.045973294,0.063732595,0.017880523,0.028532763,0.041071712,0.041737086,0.027088499,0.043556949,0.020405869,0.033938382
3.800,0.015054922,0.029329942,0.023783447,0.05522872,0.012911796,0.026702281,0.028245508,0.047572387,0.025127558,0.048977892,0.045581351,0.063101295,0.017824489,0.028447022,0.040994628,0.041449188,0.027065215,0.043157191,0.020343593,0.033826113
3.810,0.015006345,0.029216354,0.023724454,0.055203197,0.012983306,0.026731779,0.028134786,0.047386104,0.024982746,0.048767248,0.045183137,0.062866194,0.017769283,0.028359929,0.040915732,0.041152132,0.027040529,0.0427412,0.020278689,0.033710448
3.820,0.014955831,0.029068784,0.023662764,0.055168518,0.013054795,0.026753846,0.028022752,0.04719837,0.024961513,0.048549715,0.044777938,0.062625956,0.017714651,0.02827153,0.040835475,0.041098884,0.027014238,0.042312371,0.020211102,0.033591536
3.830,0.01494013,0.029073906,0.02359818,0.055124448,0.013126002,0.026763353,0.027909389,0.047009094,0.02513467,0.048332269,0.044364906,0.06250694,0.017660346,0.028181876,0.040751749,0.0412097,0.026988048,0.041863964,0.020140801,0.033469526
3.840,0.014917189,0.029209091,0.023530523,0.055070766,0.013196677,0.026760784,0.027794701,0.046818183,0.025301696,0.048107729,0.043943135,0.062585897,0.017606128,0.028091019,0.040664346,0.041295976,0.026960206,0.041403292,0.020067776,0.03334728
3.850,0.014881062,0.02931601,0.023460466,0.055007258,0.013267492,0.026751144,0.027678707,0.046625539,0.0254621,0.047876115,0.043511891,0.062615304,0.017551766,0.027999015,0.040573075,0.041363605,0.026930313,0.040928501,0.019992029,0.03322403
3.860,0.014834488,0.029399835,0.023388851,0.054933722,0.013337444,0.026728165,0.027561444,0.046431064,0.025617546,0.047637455,0.043071859,0.06259195,0.017497039,0.027905923,0.040477762,0.041412657,0.026898252,0.0404358,0.019913579,0.033098014
3.870,0.014778645,0.029460795,0.023313785,0.054849968,0.013406216,0.026697247,0.027442963,0.046234652,0.025767258,0.047391788,0.042620764,0.062511536,0.017441737,0.027813145,0.040378244,0.041436811,0.026863926,0.03993511,0.019832462,0.032969354
3.880,0.014710824,0.029493594,0.023235176,0.05475582,0.013473593,0.026656304,0.027323333,0.046039216,0.02590918,0.047139166,0.042157966,0.062384976,0.017385665,0.027719946,0.040274374,0.041445051,0.026827258,0.039418818,0.019748724,0.032838161
3.890,0.014634707,0.029501187,0.023152955,0.054651116,0.01353937,0.026603883,0.027203297,0.045843142,0.026042944,0.04688266,0.041682984,0.062200711,0.017328641,0.027625809,0.040166015,0.041431733,0.026788195,0.038888182,0.019662427,0.032704544
3.900,0.014549367,0.029488711,0.023067076,0.054535711,0.013603356,0.026545671,0.027083555,0.045644787,0.026168214,0.046623208,0.041195494,0.061964767,0.017270497,0.027530791,0.04005304,0.041393494,0.026746698,0.038350101,0.019573645,0.0325691
3.910,0.014453137,0.029448614,0.022977515,0.054414012,0.013665372,0.026475092,0.026962913,0.045444047,0.026284692,0.046356925,0.040701052,0.061678217,0.017211079,0.027434946,0.039935331,0.041342095,0.02670275,0.037796979,0.019482462,0.032435245
3.920,0.014372095,0.029381298,0.02288427,0.054283746,0.013725255,0.026398526,0.026841481,0.045240822,0.026392581,0.046083909,0.040472365,0.061334905,0.017150249,0.027338324,0.039812777,0.041266701,0.026657026,0.037471328,0.019388975,0.032299179
3.930,0.014307241,0.029297347,0.022902817,0.054142449,0.013782856,0.026311625,0.026719377,0.045035019,0.026495349,0.045804268,0.040242639,0.060947196,0.017087882,0.027240976,0.039685275,0.041168051,0.026610603,0.037256385,0.019293289,0.032160985
3.940,0.014241562,0.029186767,0.022944159,0.053990043,0.013838038,0.026217176,0.026596722,0.044826551,0.026588711,0.045518124,0.04000691,0.060505184,0.017023869,0.027142951,0.039552726,0.041056026,0.026561763,0.037015278,0.019195515,0.032020736
3.950,0.014175169,0.029050043,0.02297101,0.053826466,0.013890682,0.02616582,0.026473639,0.044615336,0.026672493,0.045225608,0.039764882,0.06001409,0.016959126,0.027044294,0.039415038,0.040919749,0.026510543,0.036749012,0.019095777,0.031878503
3.960,0.014108169,0.028894571,0.022983213,0.053651682,0.013940684,0.026277403,0.026350254,0.044401306,0.026746545,0.044932662,0.039516296,0.059477249,0.016892591,0.02694505,0.03927212,0.04076227,0.026456992,0.036659851,0.018994202,0.031734348
3.970,0.014120615,0.02871714,0.022980914,0.053465673,0.013989486,0.026365376,0.026226688,0.0441844,0.026810741,0.044634207,0.039260923,0.058888224,0.016824179,0.026845263,0.039124973,0.040590577,0.026401166,0.036673938,0.018890923,0.031589535
3.980,0.014139837,0.028515179,0.022969469,0.053268444,0.014035588,0.026429608,0.026103061,0.043966937,0.026868444,0.044329697,0.038998566,0.058289259,0.016753831,0.026745319,0.038975389,0.040395463,0.02634313,0.036636642,0.018786078,0.031445764
3.990,0.014156938,0.028291703,0.022943208,0.053060023,0.014078849,0.026471158,0.025979488,0.043748566,0.026917734,0.04401929,0.038729948,0.057980603,0.016681504,0.02664636,0.038820327,0.040180606,0.026282957,0.036551634,0.018679811,0.031300168
4.000,0.014171964,0.028052267,0.022902164,0.052842227,0.014119219,0.026491365,0.025856077,0.043527159,0.026956944,0.043703147,0.038458954,0.057669523,0.016607165,0.026546964,0.038659705,0.039951785,0.026221547,0.036414738,0.018573252,0.031152789
4.010,0.014184941,0.027955658,0.022847275,0.052618642,0.014156664,0.026487625,0.025732927,0.043302701,0.026986008,0.043381435,0.038180517,0.057355749,0.016530796,0.026447178,0.03849344,0.039700652,0.026159765,0.036228448,0.018465656,0.031003662
4.020,0.014197989,0.027871011,0.02278285,0.052384016,0.014191163,0.026459792,0.02561013,0.043075185,0.027004873,0.043056525,0.037894549,0.057035554,0.016452391,0.026347046,0.038321453,0.039430479,0.026096071,0.035999361,0.018357043,0.031055775
4.030,0.01420938,0.027765764,0.022703928,0.052138454,0.014222706,0.026410872,0.025487768,0.04284462,0.027017972,0.042730097,0.037600989,0.05671045,0.016371956,0.026246616,0.038143664,0.03914778,0.026030548,0.035722428,0.018247562,0.031104288
4.040,0.014218693,0.027648597,0.022610684,0.051882081,0.014251296,0.026339761,0.025365913,0.042611022,0.027021658,0.042398492,0.037299805,0.056385755,0.016289509,0.026145936,0.037959995,0.038844122,0.025963285,0.035400248,0.018137365,0.031143791
4.050,0.014225892,0.027511412,0.022505432,0.051615044,0.014276944,0.026244567,0.025244627,0.042374417,0.027015043,0.04206189,0.036990995,0.056055057,0.01620508,0.026045056,0.03777037,0.038521246,0.025894371,0.035040447,0.018026599,0.031174151
4.060,0.014236928,0.027356582,0.022389953,0.051337506,0.014300534,0.026127975,0.025124401,0.042134842,0.026998098,0.041720473,0.036677859,0.055718547,0.016118709,0.025944023,0.037574713,0.038188528,0.025823894,0.034637844,0.017915413,0.031192263
4.070,0.01425792,0.02718871,0.022260745,0.051049648,0.014322195,0.026130093,0.025006021,0.041892341,0.026972827,0.041374431,0.036359515,0.055382559,0.016030448,0.025842886,0.037372952,0.037836405,0.025752826,0.034196601,0.017803953,0.031200604
4.080,0.014262654,0.027002015,0.022118077,0.050751667,0.014341008,0.026252363,0.024888315,0.041648874,0.026940638,0.041023956,0.03603362,0.055042496,0.015940358,0.025741691,0.037165017,0.037465515,0.025681853,0.033722293,0.017692363,0.031201163
4.090,0.014255213,0.02679963,0.021965694,0.050444623,0.014357014,0.026347534,0.02477131,0.041404806,0.026898063,0.040673725,0.035700281,0.054697057,0.015849503,0.025640519,0.036950841,0.037085573,0.025609553,0.033404982,0.017580783,0.031189755
4.100,0.014241561,0.02658459,0.0218025,0.050133706,0.014370264,0.02641618,0.024655024,0.041157915,0.026845093,0.040320217,0.035359636,0.054349615,0.01575705,0.025540974,0.036731676,0.036980244,0.025536012,0.03317436,0.017527305,0.031167161
4.110,0.014240122,0.0263522,0.021626651,0.049813236,0.014380812,0.026459284,0.024539468,0.040908268,0.026782664,0.039962747,0.035011852,0.054001285,0.015662981,0.025441467,0.036509024,0.037110187,0.025461309,0.03294292,0.01754681,0.031138776
4.120,0.014236163,0.02610481,0.021438482,0.049483463,0.014388717,0.026475431,0.024424648,0.040655933,0.026714448,0.039601528,0.03465813,0.053648,0.015567388,0.025342028,0.036279923,0.037229715,0.025385524,0.032711809,0.017566325,0.031098712
4.130,0.01422962,0.025846851,0.021242716,0.049144646,0.014394044,0.026464695,0.024310563,0.040400984,0.026635834,0.039236776,0.034668636,0.053290199,0.015470366,0.025242679,0.036044321,0.037344238,0.025308977,0.032478862,0.017584982,0.031047085
4.140,0.014222474,0.025573242,0.021036126,0.04879706,0.014396859,0.026427263,0.024197208,0.040143498,0.026546842,0.038868715,0.034703796,0.052934652,0.015372018,0.025143433,0.035802179,0.037448805,0.025233545,0.032244118,0.01760258,0.030988709
4.150,0.014213266,0.025284666,0.020818189,0.048440985,0.014398078,0.026363365,0.024084572,0.039883554,0.026448432,0.038498694,0.034733343,0.052574574,0.015272448,0.0250443,0.03555346,0.037543045,0.02515722,0.032007619,0.017619235,0.030920868
4.160,0.014201305,0.024987865,0.020589306,0.048076716,0.014397915,0.026275747,0.023972643,0.039621235,0.026344291,0.038129337,0.03475709,0.052210158,0.015171766,0.024945277,0.035298142,0.037627616,0.025080066,0.031769416,0.017632466,0.030841783
4.170,0.014187038,0.024678036,0.020354265,0.047704552,0.014395441,0.026162912,0.023861403,0.039356627,0.026229834,0.037757216,0.034774872,0.051845715,0.015070081,0.024846357,0.03503621,0.037707269,0.025002141,0.031530352,0.017641402,0.030752579
4.180,0.014172155,0.024355172,0.020109411,0.047324805,0.01439073,0.02602471,0.023750831,0.039090175,0.026105106,0.037382562,0.034789317,0.051479938,0.014967508,0.024747523,0.03476766,0.037776777,0.024923497,0.031291854,0.017645199,0.030657899
4.190,0.014154379,0.024021477,0.019854735,0.046941002,0.014383859,0.025861576,0.023640903,0.038824937,0.025971862,0.037005608,0.034798343,0.05111028,0.01486416,0.024648753,0.034492502,0.037836226,0.02484496,0.03105178,0.017643049,0.030552336
4.200,0.014133669,0.023680805,0.019590693,0.046552753,0.014374902,0.025675132,0.023531592,0.038557613,0.025832199,0.036626584,0.034801089,0.050737662,0.014760154,0.024550558,0.034210757,0.037887825,0.024767242,0.030810208,0.017635361,0.030436046
4.210,0.014112176,0.023329144,0.019518354,0.046157745,0.014363938,0.02546715,0.023422867,0.0382883,0.025682387,0.036245719,0.034797481,0.050367349,0.014655605,0.024453374,0.033922462,0.037933389,0.024688907,0.030567217,0.017622099,0.030311619
